comm_i,comm_j,n_companies,exit_rate,failure_rate,ipo_rate,ma_rate,survival_rate,avg_capital,avg_rounds,risk_adjusted
3,8,167,5.389221556886228,1.7964071856287425,0.5988023952095809,4.790419161676647,92.81437125748504,10.829532972247145,9.802395209580839,3.5928143712574854
8,9,33,6.0606060606060606,3.0303030303030303,3.0303030303030303,3.0303030303030303,90.90909090909092,9.076688732683087,12.666666666666666,3.0303030303030303
8,13,21,14.285714285714285,9.523809523809524,9.523809523809524,4.761904761904762,76.1904761904762,35.57772687728938,11.476190476190476,4.761904761904761
8,16,44,6.8181818181818175,2.272727272727273,4.545454545454546,2.272727272727273,90.90909090909092,18.82247319719576,8.977272727272727,4.545454545454545
9,16,24,12.5,4.166666666666666,8.333333333333332,4.166666666666666,83.33333333333334,18.196122770345596,9.458333333333334,8.333333333333334
3,17,33,12.121212121212121,6.0606060606060606,0.0,12.121212121212121,81.81818181818181,19.58053270803271,7.393939393939394,6.0606060606060606
7,17,55,7.2727272727272725,1.8181818181818181,0.0,7.2727272727272725,90.9090909090909,13.016999265138157,9.145454545454545,5.454545454545454
0,10,35,2.857142857142857,0.0,0.0,2.857142857142857,97.14285714285714,10.646879201680674,12.114285714285714,2.857142857142857
0,14,67,5.970149253731343,1.4925373134328357,1.4925373134328357,4.477611940298507,92.53731343283582,17.437443594133892,10.64179104477612,4.477611940298507
9,10,21,9.523809523809524,4.761904761904762,0.0,9.523809523809524,85.71428571428572,22.359395382395377,11.047619047619047,4.761904761904762
1,26,29,3.4482758620689653,6.896551724137931,0.0,3.4482758620689653,89.65517241379311,15.264092775041052,7.517241379310345,-3.4482758620689653
3,26,27,14.814814814814813,0.0,11.11111111111111,3.7037037037037033,85.18518518518519,31.522454282896586,7.37037037037037,14.814814814814813
5,26,15,6.666666666666667,20.0,6.666666666666667,0.0,73.33333333333334,27.613321559392993,7.8,-13.333333333333332
7,26,34,17.647058823529413,0.0,8.823529411764707,8.823529411764707,82.35294117647058,27.767953926282054,7.264705882352941,17.647058823529413
4,18,182,6.043956043956044,7.142857142857142,0.0,6.043956043956044,86.81318681318682,5.080061927903156,8.247252747252746,-1.0989010989010985
7,18,97,6.185567010309279,5.154639175257731,1.0309278350515463,5.154639175257731,88.65979381443299,10.736492460116636,9.268041237113403,1.0309278350515472
13,18,44,11.363636363636363,11.363636363636363,4.545454545454546,6.8181818181818175,77.27272727272727,8.389337150575523,10.090909090909092,0.0
14,18,72,5.555555555555555,2.7777777777777777,1.3888888888888888,4.166666666666666,91.66666666666666,13.050508011664261,8.01388888888889,2.7777777777777777
4,6,320,2.8125,4.6875,0.0,2.8125,92.5,6.3719411162941295,9.228125,-1.875
6,19,16,12.5,6.25,6.25,6.25,81.25,26.366423809523813,8.25,6.25
1,15,168,6.547619047619048,3.571428571428571,0.5952380952380952,5.952380952380952,89.88095238095238,5.802076487910892,9.476190476190476,2.976190476190477
3,15,109,9.174311926605505,1.834862385321101,0.0,9.174311926605505,88.9908256880734,5.963896888333513,9.688073394495413,7.339449541284404
4,15,143,9.090909090909092,4.195804195804196,0.0,9.090909090909092,86.7132867132867,5.070481387858173,8.65034965034965,4.895104895104896
6,15,101,3.9603960396039604,1.9801980198019802,0.0,3.9603960396039604,94.05940594059405,7.484879952530462,10.405940594059405,1.9801980198019802
4,5,416,6.730769230769231,4.807692307692308,0.0,6.730769230769231,88.46153846153845,7.038302843767417,7.7548076923076925,1.9230769230769225
2,6,215,0.9302325581395349,4.186046511627907,0.0,0.9302325581395349,94.88372093023256,4.693426305044162,8.753488372093024,-3.2558139534883725
2,14,112,0.8928571428571428,4.464285714285714,0.0,0.8928571428571428,94.64285714285715,7.938367113773078,8.223214285714286,-3.5714285714285716
1,2,330,1.5151515151515151,7.878787878787878,0.0,1.5151515151515151,90.60606060606061,4.687582588134379,8.32121212121212,-6.363636363636363
2,5,194,3.0927835051546393,8.24742268041237,0.0,3.0927835051546393,88.65979381443299,5.109473696111535,8.097938144329897,-5.154639175257731
2,7,317,3.1545741324921135,4.73186119873817,0.31545741324921134,2.8391167192429023,92.11356466876971,7.097531559780036,8.438485804416404,-1.5772870662460567
2,8,65,3.076923076923077,6.153846153846154,0.0,3.076923076923077,90.76923076923077,7.512053546713703,9.707692307692307,-3.076923076923077
5,8,89,5.617977528089887,10.112359550561797,1.1235955056179776,4.49438202247191,84.26966292134831,6.068642125293009,11.258426966292134,-4.4943820224719095
1,24,140,7.142857142857142,7.142857142857142,0.7142857142857143,6.428571428571428,85.71428571428572,8.17594839330953,8.207142857142857,0.0
3,24,154,6.493506493506493,8.441558441558442,0.0,6.493506493506493,85.06493506493507,7.712120225768184,6.909090909090909,-1.9480519480519494
6,8,173,4.046242774566474,3.4682080924855487,0.5780346820809248,3.4682080924855487,92.48554913294798,8.142030186004002,10.855491329479769,0.5780346820809257
6,24,99,5.05050505050505,8.080808080808081,0.0,5.05050505050505,86.86868686868688,6.443423312934343,9.545454545454545,-3.030303030303031
7,24,146,5.47945205479452,5.47945205479452,0.0,5.47945205479452,89.04109589041096,9.582075614676718,7.616438356164384,0.0
8,14,30,6.666666666666667,3.3333333333333335,0.0,6.666666666666667,90.0,19.770103001628,9.733333333333333,3.3333333333333335
8,23,28,7.142857142857142,0.0,3.571428571428571,3.571428571428571,92.85714285714286,20.400921614100184,11.464285714285714,7.142857142857142
8,24,37,0.0,0.0,0.0,0.0,100.0,9.425706750040085,10.81081081081081,0.0
14,24,56,3.571428571428571,10.714285714285714,0.0,3.571428571428571,85.71428571428572,13.679969998108888,6.928571428571429,-7.142857142857142
23,24,19,10.526315789473683,5.263157894736842,0.0,10.526315789473683,84.21052631578947,15.340362229102164,10.736842105263158,5.263157894736842
5,23,38,0.0,5.263157894736842,0.0,0.0,94.73684210526316,9.364620498266783,11.105263157894736,-5.263157894736842
5,6,270,7.037037037037037,5.185185185185185,0.7407407407407408,6.296296296296296,87.77777777777777,5.030071361684094,10.048148148148147,1.851851851851852
5,9,42,7.142857142857142,2.380952380952381,0.0,7.142857142857142,90.47619047619048,7.845557647888215,14.619047619047619,4.761904761904761
5,10,44,9.090909090909092,6.8181818181818175,2.272727272727273,6.8181818181818175,84.09090909090908,12.379001476559615,7.5,2.2727272727272743
