community_id,num_investors,pct_GREEN_VC,avg_degree,n_companies,exit_rate,failure_rate,survival_rate,pct_ipo,pct_ma,avg_novelty,herfindahl
7,1836,52.94117647058824,28.71677559912854,1792,7.6450892857142865,5.301339285714286,87.05357142857143,21.897810218978105,78.1021897810219,0.426562751495378,0.6106779972551711
3,1637,51.496640195479536,24.30421502748931,1529,5.689993459777633,6.540222367560497,87.76978417266187,14.942528735632186,85.0574712643678,0.4243428661616162,0.5368579081632653
4,1617,65.36796536796537,12.437847866419295,1612,6.513647642679901,7.94044665012407,85.54590570719604,5.714285714285714,94.28571428571428,0.42338552089464393,0.583186800050088
19,1570,61.0828025477707,11.445222929936305,486,10.08230452674897,1.440329218106996,88.47736625514403,65.3061224489796,34.69387755102041,0.3987994296577947,0.570501484249571
1,1541,55.80791693705386,22.91628812459442,1921,6.559083810515356,7.912545549193128,85.52837064029151,17.46031746031746,82.53968253968253,0.42107756001959823,0.4387901262104835
5,1038,66.76300578034682,10.572254335260116,1065,7.323943661971831,7.605633802816901,85.07042253521126,14.102564102564102,85.8974358974359,0.4265078138718174,0.5604938587204595
6,1001,53.74625374625375,12.876123876123875,1247,4.410585404971933,5.854049719326383,89.73536487570169,10.909090909090908,89.0909090909091,0.42767699248120306,0.5830218728822424
10,924,55.086580086580085,13.393939393939394,475,4.0,3.578947368421052,92.42105263157895,15.789473684210526,84.21052631578947,0.4172490272373541,0.44260407020850934
2,776,62.75773195876289,11.408505154639176,928,3.6637931034482754,7.650862068965517,88.6853448275862,2.941176470588235,97.05882352941177,0.4253508146639512,0.5864798839106151
14,728,42.30769230769231,21.791208791208792,600,8.5,5.5,86.0,23.52941176470588,76.47058823529412,0.41905803858520896,0.4892727279127316
16,673,52.748885586924224,18.919762258543834,340,6.176470588235294,2.3529411764705883,91.47058823529412,52.38095238095239,47.61904761904761,0.43440979827089343,0.5230369571610626
11,517,53.38491295938105,11.321083172147002,523,6.5009560229445515,7.45697896749522,86.04206500956023,14.705882352941178,85.29411764705883,0.4121723021582734,0.5179459845330161
8,443,45.82392776523702,9.90293453724605,515,5.631067961165048,5.825242718446602,88.54368932038835,27.586206896551722,72.41379310344827,0.4317502683363149,0.5756445312499999
15,392,68.87755102040816,9.316326530612244,414,7.487922705314009,4.830917874396135,87.68115942028986,9.67741935483871,90.32258064516128,0.42139053117782915,0.5496066844819151
18,389,63.75321336760925,10.182519280205655,343,5.830903790087463,8.454810495626822,85.71428571428571,10.0,90.0,0.4242282548476454,0.4920710059171596
24,358,53.072625698324025,14.011173184357542,257,7.003891050583658,10.116731517509727,82.87937743190662,5.555555555555555,94.44444444444444,0.42429923371647504,0.5053630107260216
13,325,56.61538461538461,14.96,333,9.60960960960961,6.906906906906906,83.48348348348348,31.25,68.75,0.42874040697674415,0.601424206459433
12,307,58.95765472312704,8.50814332247557,267,6.741573033707865,11.985018726591761,81.27340823970037,16.666666666666664,83.33333333333334,0.4307115646258503,0.4340600670415225
21,239,48.53556485355649,19.16317991631799,202,10.396039603960396,5.9405940594059405,83.66336633663366,23.809523809523807,76.19047619047619,0.4160815533980583,0.5227787023622801
9,232,49.56896551724138,16.00862068965517,240,7.5,7.083333333333333,85.41666666666666,27.77777777777778,72.22222222222221,0.41725503875968994,0.5303585392435148
23,232,53.879310344827594,13.775862068965518,195,8.205128205128204,9.230769230769232,82.56410256410255,18.75,81.25,0.42459950248756223,0.49608740894901127
17,191,59.16230366492147,11.513089005235603,176,6.8181818181818175,6.8181818181818175,86.36363636363636,0.0,100.0,0.412413612565445,0.5780667514582694
26,181,65.19337016574586,8.546961325966851,98,10.204081632653061,5.1020408163265305,84.6938775510204,50.0,50.0,0.42763518518518523,0.6104939017026928
0,135,61.48148148148148,6.42962962962963,669,4.484304932735426,6.278026905829597,89.23766816143498,13.333333333333334,86.66666666666667,0.42801202263083454,0.6892343032811921
27,84,59.523809523809526,17.392857142857142,44,2.272727272727273,11.363636363636363,86.36363636363636,0.0,100.0,0.3976555555555556,0.45821015855952707
25,82,64.63414634146342,15.78048780487805,106,5.660377358490567,8.49056603773585,85.84905660377359,0.0,100.0,0.41442702702702705,0.6296
29,61,40.98360655737705,18.262295081967213,24,8.333333333333332,16.666666666666664,75.0,50.0,50.0,0.427325,0.6055514974433893
30,49,65.3061224489796,9.83673469387755,23,4.3478260869565215,0.0,95.65217391304348,0.0,100.0,0.4007652173913044,0.4792243767313019
35,27,77.77777777777779,19.62962962962963,5,0.0,0.0,100.0,,,0.45076,0.59375
20,26,76.92307692307693,10.461538461538462,42,2.380952380952381,16.666666666666664,80.95238095238095,0.0,100.0,0.45262727272727266,0.5473372781065089
