investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Eaton,TRADITIONAL,GVC,4.745154066049906e-05,23,4,11,11,True,0.006833021855111865
Blue Bear Ventures,GREEN_VC,IVC,4.7387629308960336e-05,15,3,8,7,True,0.003411909310245144
NRC-IRAP,GREEN_VC,GVC,4.7386857478550726e-05,27,14,23,4,True,0.005686422897426087
Arkana Ventures,TRADITIONAL,OTHER,4.728398196323951e-05,9,2,6,3,True,0.0013239514949707062
Kevin Martin,GREEN_VC,GVC,4.7272410444224585e-05,28,2,20,7,True,0.00794176495462973
TotalEnergies,TRADITIONAL,GVC,4.725528201472412e-05,14,6,12,2,True,0.0018429559985742405
Thayer Ventures Management Company,TRADITIONAL,IVC,4.723692352429591e-05,14,2,6,6,True,0.0023146092526904996
Skaala,GREEN_VC,IVC,4.7216935187130016e-05,19,2,7,12,True,0.004910561259461522
Gabriele Buonaiuto,GREEN_VC,GVC,4.717786562333614e-05,28,2,20,7,True,0.007925881424720472
David Fishman,GREEN_VC,GVC,4.717786562333614e-05,28,2,20,7,True,0.007925881424720472
Allen Chang,TRADITIONAL,GVC,4.717786562333614e-05,28,2,21,6,True,0.0072653913059937646
Pandion Innovation for Impact,GREEN_VC,Impact_VC,4.7147333610683486e-05,18,5,14,4,True,0.0035360500208012615
Rankin Ventures,GREEN_VC,IVC,4.714586839864332e-05,48,2,20,25,True,0.025741644145659257
IRIS,GREEN_VC,GVC,4.713167228518388e-05,9,2,4,4,True,0.001178291807129597
Seed I Pod,GREEN_VC,IVC,4.7123194312310006e-05,19,6,13,6,True,0.0046180730426063805
Frontier Angels,TRADITIONAL,Angel_Network,4.706460264821242e-05,27,6,13,13,True,0.009224662119049636
Drive Catalyst,GREEN_VC,CVC,4.705991557124141e-05,20,2,12,7,True,0.004894231219409107
SIS Ventures,GREEN_VC,Impact_VC,4.703230975221627e-05,20,2,15,5,True,0.004515101736212761
Japan Post Spiral Regional Innovation No. 1 Investment,GREEN_VC,GVC,4.6960013659782084e-05,11,2,7,4,True,0.0018784005463912835
Vectr7 Investment Partners,GREEN_VC,IVC,4.68887885718942e-05,22,4,17,5,True,0.005063989165764574
C3 Capital,TRADITIONAL,OTHER,4.6845239476511046e-05,34,2,20,14,True,0.01475625043510098
Graycell Ventures,TRADITIONAL,OTHER,4.684398250892462e-05,11,2,6,5,True,0.001967447265374834
Enagás,GREEN_VC,GVC,4.6841904253932624e-05,14,3,9,5,True,0.0028105142552359574
Baratunde Thurston,TRADITIONAL,OTHER,4.6827475045235656e-05,9,2,5,3,True,0.0011238594010856556
SK Securities,TRADITIONAL,OTHER,4.6706875055683156e-05,6,2,2,4,True,0.0007006031258352473
Accelerator Venture Partners,TRADITIONAL,IVC,4.666705182626431e-05,15,3,7,8,True,0.0033600277314910303
E14 Invest,GREEN_VC,IVC,4.665551669536084e-05,6,2,5,1,True,0.0005598662003443301
3M Ventures,TRADITIONAL,OTHER,4.665125693679118e-05,12,2,10,2,True,0.0015394914789141087
Karl-Johan Persson,TRADITIONAL,GVC,4.661166571075687e-05,11,2,6,5,True,0.0019576899598517886
Firebolt Ventures,TRADITIONAL,IVC,4.654416144905387e-05,17,3,8,7,True,0.0033511796243318784
Primo Capital,GREEN_VC,GVC,4.645037521541999e-05,16,5,10,5,True,0.0030657247642177196
Social Tech Trust,GREEN_VC,Impact_VC,4.642109744775617e-05,10,11,6,4,True,0.001624738410671466
Golden West Properties,TRADITIONAL,OTHER,4.639376472996011e-05,17,2,10,7,True,0.00408265129623649
Novator Partners,GREEN_VC,IVC,4.625285538574785e-05,27,3,10,17,True,0.009158065366378074
DT & Investment,TRADITIONAL,OTHER,4.624428718553709e-05,17,3,4,13,True,0.0032371001029875964
Arkema,TRADITIONAL,GVC,4.622468343162462e-05,14,2,8,5,True,0.0024961329053077297
Mercedes Benz,TRADITIONAL,GVC,4.621932954688173e-05,22,2,10,11,True,0.006100951500188389
Skyviews Life Science,TRADITIONAL,IVC,4.620726253816387e-05,15,2,11,4,True,0.002772435752289832
Sondo Capital,GREEN_VC,IVC,4.617989929120488e-05,34,3,21,11,True,0.012191493412878087
DCT Capital,GREEN_VC,GVC,4.611210719042176e-05,24,5,19,5,True,0.005533452862850612
Techmind,GREEN_VC,GVC,4.602662367164215e-05,15,3,11,4,True,0.0027615974202985292
Sarsia Management,GREEN_VC,IVC,4.597802927946251e-05,16,5,12,4,True,0.002988571903165063
Delta40,GREEN_VC,IVC,4.595767078748644e-05,13,2,12,1,True,0.0011948994404746476
Opera Ventures,TRADITIONAL,IVC,4.595647273057785e-05,28,2,19,9,True,0.00919129454611557
Liberty Mutual Strategic Ventures,TRADITIONAL,CVC,4.594609364813326e-05,23,3,18,5,True,0.005237854675887191
Yamaha Motor,TRADITIONAL,GVC,4.585333644971341e-05,34,3,23,9,True,0.011004800747931219
Haibei Capital,TRADITIONAL,OTHER,4.5798160651854894e-05,4,5,3,1,True,0.00036638528521483916
Nadir Godrej,TRADITIONAL,GVC,4.579641625501715e-05,21,3,15,6,True,0.005129198620561921
Altana Investissements,GREEN_VC,GVC,4.5785755336484883e-05,15,3,7,8,True,0.0032965743842269116
Société de Développement Professionnel Pierre Esnée,TRADITIONAL,OTHER,4.5785755336484883e-05,15,3,8,7,True,0.0032965743842269116
Sintef,TRADITIONAL,GVC,4.574276848478724e-05,5,2,5,0,False,0.0002744566109087235
Johes,TRADITIONAL,OTHER,4.5626751377217545e-05,24,6,16,7,True,0.006205238187301586
Tailwind Futures,GREEN_VC,IVC,4.5613673642599925e-05,11,3,8,3,True,0.0016420922511335974
RoundX,TRADITIONAL,IVC,4.5498153673598956e-05,15,3,9,6,True,0.003184870757151927
4See Ventures,GREEN_VC,IVC,4.5473143648756406e-05,15,3,8,6,True,0.0028648080498716536
Cibus Capital,GREEN_VC,OTHER,4.5463886721644836e-05,46,8,30,16,True,0.02395946830230683
European Social Fund,GREEN_VC,GVC,4.54150885681892e-05,9,5,8,1,True,0.0008174715942274055
Izaki Ventures,TRADITIONAL,OTHER,4.5397703968807786e-05,33,2,10,23,True,0.011984993847765257
Everhope Capital,GREEN_VC,OTHER,4.5340783175369564e-05,32,5,22,10,True,0.0114712181433685
Harbor Street Ventures,TRADITIONAL,OTHER,4.524660058767892e-05,24,5,17,7,True,0.006515510484625764
Bayes Entrepreneurship Fund,GREEN_VC,IVC,4.5221600596683416e-05,15,3,13,2,True,0.0018993072250607034
Elephant Partners,TRADITIONAL,IVC,4.5123257897515804e-05,4,2,3,1,True,0.00036098606318012643
Frontier IP Group,GREEN_VC,GVC,4.5071601119604474e-05,8,8,6,2,True,0.0009465036235116939
Reid Hoffman,TRADITIONAL,OTHER,4.502944574129849e-05,27,3,15,11,True,0.00864565358232931
Bryan Meehan,GREEN_VC,GVC,4.4952027166197154e-05,15,2,6,7,True,0.0025173135213070407
Radical Ventures,ESG_ALIGNED,IVC,4.4931138185230254e-05,27,4,13,13,True,0.008806503084305129
Zhejiang Caitong Capital Investment,TRADITIONAL,GVC,4.4910242223438635e-05,18,3,13,5,True,0.0037724603467688455
Otter Capital,GREEN_VC,OTHER,4.488985755186661e-05,16,4,11,5,True,0.003232069743734396
Oltre Impact,GREEN_VC,Impact_VC,4.488583350713144e-05,7,2,5,2,True,0.0008079450031283659
Mp Pensjon,TRADITIONAL,GVC,4.48212755335667e-05,4,2,2,2,True,0.0004033914798021003
Furong Capital,GREEN_VC,GVC,4.475463240325948e-05,13,3,8,5,True,0.0024167501497760115
Sanjiv Rangrass,GREEN_VC,GVC,4.4728098184432646e-05,26,5,17,9,True,0.008051057673197876
VisionTech Partners,GREEN_VC,IVC,4.4658916144445115e-05,20,4,14,5,True,0.004019302453000061
Orion Industrial Ventures,GREEN_VC,OTHER,4.464641173266499e-05,48,5,32,13,True,0.020626642220491227
Reunited Ventures,TRADITIONAL,OTHER,4.463857114436611e-05,6,2,1,5,True,0.0005356628537323933
3L Capital,TRADITIONAL,IVC,4.454750386313487e-05,13,2,4,8,True,0.002004637673841069
Vertical Partners,TRADITIONAL,OTHER,4.4512393715065294e-05,18,3,15,3,True,0.002848793197764179
Beijing Automotive Group Industrial Investment,TRADITIONAL,GVC,4.448224789910757e-05,18,4,11,7,True,0.0042702957983143264
U.S. Agency for International Development,GREEN_VC,GVC,4.447426041385588e-05,24,9,24,0,False,0.001111856510346397
ClearlySo,GREEN_VC,IVC,4.446551372554744e-05,10,3,6,4,True,0.0015562929803941605
Piva Capital,GREEN_VC,OTHER,4.4461273670724144e-05,50,10,27,23,True,0.029877975906726625
Motor Valley Accelerator,GREEN_VC,OTHER,4.444965732728107e-05,7,8,4,3,True,0.0008889931465456214
Natural Bridge Ventures,TRADITIONAL,IVC,4.444382509999904e-05,34,2,14,19,True,0.01333314752999971
TheVentureCity,GREEN_VC,IVC,4.443915509525374e-05,21,4,17,4,True,0.003999523958572837
Silicon Badia,TRADITIONAL,IVC,4.440211951201648e-05,14,3,11,3,True,0.0021313017365767913
Earl Grey Capital,TRADITIONAL,OTHER,4.434941747678181e-05,30,2,14,15,True,0.010643860194427633
Polar Structure,GREEN_VC,IVC,4.426548308534377e-05,17,4,10,5,True,0.002921521883632689
Halcyon Venture Partners,GREEN_VC,OTHER,4.42419472596986e-05,12,3,8,4,True,0.001990887626686437
Expa,TRADITIONAL,IVC,4.40817350946375e-05,16,2,11,5,True,0.0031738849268139
Cherrystone Angel Group,TRADITIONAL,Angel_Network,4.404452729822272e-05,14,3,6,8,True,0.0027748052197880315
Fresh Source Capital,GREEN_VC,IVC,4.403489518153433e-05,29,3,13,15,True,0.00986381652066369
Empire State Development,GREEN_VC,GVC,4.394215194961966e-05,32,8,20,12,True,0.011996207482246168
CBC,TRADITIONAL,OTHER,4.3931517429753154e-05,27,3,11,16,True,0.008962029555669644
Munich Venture Partners,GREEN_VC,IVC,4.376552778675777e-05,7,3,2,5,True,0.0007877795001616399
Type One Ventures,GREEN_VC,IVC,4.3720379648456215e-05,14,4,7,7,True,0.0027981042975011978
Acclimate Ventures,GREEN_VC,IVC,4.369169160474233e-05,41,2,17,23,True,0.018874810773248686
Deep Venture Partners,GREEN_VC,IVC,4.3688723536063595e-05,11,2,5,4,True,0.0013106617060819079
Enowe,GREEN_VC,IVC,4.368364686136142e-05,13,3,8,4,True,0.001965764108761264
Credit Agricole Corporate & Investment Bank,TRADITIONAL,Bank_VC,4.367906758989248e-05,6,2,3,2,True,0.0005241488110787097
Canty Ventures,TRADITIONAL,Angel_Network,4.36156862324038e-05,12,2,8,4,True,0.001962705880458171
C&D Emerging Industry Equity Investment,GREEN_VC,OTHER,4.3596623250791776e-05,14,3,6,8,True,0.002746587264799882
Long Journey Ventures,TRADITIONAL,IVC,4.356259677474744e-05,45,4,31,13,True,0.019516043355086853
HDFC Capital Advisors,TRADITIONAL,IVC,4.3463568749174046e-05,16,3,7,8,True,0.0031293769499405313
Sofia Fund,ESG_ALIGNED,IVC,4.344564241036158e-05,19,4,14,5,True,0.003910107816932542
MOMENI Ventures,GREEN_VC,OTHER,4.335633072021505e-05,13,3,10,3,True,0.0019076785516894622
NextG Investment,GREEN_VC,OTHER,4.335509564826463e-05,22,3,12,9,True,0.005636162434274401
Honda Xcelerator Ventures,GREEN_VC,OTHER,4.332694784546842e-05,20,6,18,1,True,0.0016464240181277999
ADEME Investissement,GREEN_VC,GVC,4.331028623869315e-05,16,6,11,5,True,0.0031183406091859073
Columbia Venture Competition,TRADITIONAL,IVC,4.3279764771251634e-05,9,2,4,5,True,0.001298392943137549
Ironspring Ventures,GREEN_VC,IVC,4.323554703427085e-05,50,6,19,28,True,0.025076617279877093
Zehan Wang,TRADITIONAL,OTHER,4.319663229068051e-05,11,3,7,4,True,0.0017278652916272205
Blackstone,TRADITIONAL,IVC,4.319054429231337e-05,25,3,8,16,True,0.006608153276723945
Kyuden International,GREEN_VC,GVC,4.312846972748599e-05,20,2,15,5,True,0.004140333093838655
Danone Manifesto Ventures,GREEN_VC,CVC,4.3119291337226755e-05,21,8,11,8,True,0.0046568834644204905
HaiBang Ventures,TRADITIONAL,OTHER,4.3050634281453806e-05,14,3,10,4,True,0.0023677848854799593
Bran Investments,TRADITIONAL,IVC,4.304705361422745e-05,16,4,12,4,True,0.0027980584849247843
KCRise Fund,TRADITIONAL,IVC,4.299807609788416e-05,20,4,14,6,True,0.004514797990277837
Virya,GREEN_VC,GVC,4.288039657024823e-05,15,5,10,5,True,0.0028301061736363833
Carrier Ventures,TRADITIONAL,OTHER,4.2868845028724387e-05,33,5,23,8,True,0.009259670526204467
Genoa Ventures,GREEN_VC,IVC,4.286692094362636e-05,29,3,18,10,True,0.008959186477217908
PEAK6 Strategic Capital,TRADITIONAL,IVC,4.285422118882263e-05,26,2,11,14,True,0.007713759813988074
Wyoming Venture Capital,GREEN_VC,GVC,4.2845566704235704e-05,22,3,16,5,True,0.004370247803832042
Eddy Shalev,TRADITIONAL,OTHER,4.280836257648956e-05,12,3,8,4,True,0.00192637631594203
TechVision Fund,GREEN_VC,GVC,4.272128843957813e-05,13,4,9,4,True,0.0021360644219789063
Santa Clara Ventures,GREEN_VC,University_VC,4.270482929962559e-05,9,3,7,1,True,0.0006832772687940094
Lightsmith Group,GREEN_VC,Impact_VC,4.265223203060889e-05,26,3,17,8,True,0.00690966158895864
Greenbacker Capital Management,GREEN_VC,IVC,4.263913711679215e-05,20,7,14,5,True,0.003837522340511294
Mountain State Capital,TRADITIONAL,IVC,4.262684970833828e-05,18,4,8,9,True,0.003836416473750445
IrishAngels,TRADITIONAL,OTHER,4.262684970833828e-05,18,4,8,9,True,0.003836416473750445
L&R Holding,TRADITIONAL,Angel_Network,4.258771670124462e-05,16,3,11,5,True,0.003066315602489613
ENERGIIQ,GREEN_VC,GVC,4.2580832216636494e-05,16,7,12,4,True,0.002767754094081372
CapitalX,GREEN_VC,IVC,4.253890984665568e-05,36,3,18,17,True,0.014548307167556241
JAM Fund,TRADITIONAL,OTHER,4.2492765259243004e-05,31,2,15,15,True,0.010878147906366209
Hongta Innovation Investment,GREEN_VC,GVC,4.248983793461697e-05,18,2,13,5,True,0.0035691463865078253
Unicorn Venture Partners,TRADITIONAL,IVC,4.2416286539520086e-05,26,2,13,10,True,0.006532108127086093
Daiwa Corporate Investment,GREEN_VC,OTHER,4.239413591978503e-05,8,2,6,2,True,0.0008902768543154856
Starthub Ventures,TRADITIONAL,OTHER,4.236910239876803e-05,7,3,5,2,True,0.0007626438431778246
The University System of Maryland Momentum Fund,GREEN_VC,University_VC,4.2338082188409534e-05,13,3,7,6,True,0.0023709326025509337
Lago Innovation Fund,TRADITIONAL,OTHER,4.2223353074257736e-05,12,3,8,4,True,0.0019000508883415981
An Hui Wenergy Company,GREEN_VC,GVC,4.215562255302554e-05,22,4,17,5,True,0.004552807235726758
ENISA,GREEN_VC,GVC,4.214701010930292e-05,15,3,11,3,True,0.0020230564852465405
Richard Thwaites,GREEN_VC,GVC,4.212974174703513e-05,17,3,8,7,True,0.003033341405786529
Dentsu Ventures,TRADITIONAL,OTHER,4.2040312465520774e-05,53,3,26,26,True,0.030647387787364644
The51 Ventures,GREEN_VC,IVC,4.1990123169347845e-05,17,6,12,4,True,0.00272935800600761
Boom Capital Ventures,GREEN_VC,IVC,4.194998459880415e-05,33,4,23,10,True,0.011074795934084294
DBJ Capital,GREEN_VC,GVC,4.190749388891905e-05,37,5,21,16,True,0.015673402714455723
Movac,GREEN_VC,IVC,4.18959425002613e-05,24,8,19,5,True,0.0050275131000313555
SIG,GREEN_VC,GVC,4.1880283628362264e-05,23,2,14,9,True,0.00628204254425434
Aerion Capital,TRADITIONAL,OTHER,4.182267548560459e-05,15,4,8,6,True,0.0026348285555930894
Citigroup,ESG_ALIGNED,Bank_VC,4.1767330534901893e-05,28,3,12,12,True,0.007058678860398421
Mana Impact Partners,GREEN_VC,Impact_VC,4.173291338993995e-05,12,3,7,5,True,0.0020031798427171173
Backed,TRADITIONAL,IVC,4.1645236689106674e-05,35,4,21,14,True,0.013742928107405203
Unicorn Capital Partners,TRADITIONAL,OTHER,4.162832170059684e-05,13,4,7,6,True,0.002331186015233423
GTT Strategic Ventures,GREEN_VC,IVC,4.160260242588913e-05,23,4,18,5,True,0.00474269667655136
Kindred Ventures,TRADITIONAL,IVC,4.1561435845512314e-05,50,2,25,23,True,0.025934335967599684
Praveen Chand,GREEN_VC,GVC,4.150361736257577e-05,5,1,3,2,True,0.0004980434083509092
Jaspreet Kaur,GREEN_VC,GVC,4.150361736257577e-05,5,1,3,2,True,0.0004980434083509092
Shish Kharesiya,GREEN_VC,GVC,4.150361736257577e-05,5,1,3,2,True,0.0004980434083509092
Yimi VC,GREEN_VC,GVC,4.149753899160225e-05,13,2,8,5,True,0.0022408671055465217
Remgro Limited,TRADITIONAL,GVC,4.149281064311246e-05,4,2,2,2,True,0.0003734352957880121
Shimizu,GREEN_VC,GVC,4.148993397236401e-05,17,2,11,6,True,0.0034851544536785763
Swisscom Ventures,TRADITIONAL,IVC,4.148153478222477e-05,14,4,6,6,True,0.0020325952043290137
JXTG Innovation Partners GK,GREEN_VC,GVC,4.140918658520626e-05,19,2,10,9,True,0.0045550105243726885
Business Venture Partners,TRADITIONAL,OTHER,4.139937013377299e-05,6,5,4,2,True,0.0006209905520065948
BMO Capital Markets,TRADITIONAL,OTHER,4.133196027153407e-05,11,2,8,3,True,0.0014879505697752266
ICE Angels,TRADITIONAL,Angel_Network,4.1298947522650215e-05,22,5,12,10,True,0.005905749495738981
Xiangcheng Fund Management,GREEN_VC,GVC,4.129247920982893e-05,13,2,9,4,True,0.002064623960491446
Concrete Ventures,GREEN_VC,IVC,4.120769764829601e-05,18,2,7,8,True,0.002966954230677313
Mark Zaleski,TRADITIONAL,OTHER,4.115771111286649e-05,3,1,3,0,False,0.00016463084445146595
Frank D. Cozza,GREEN_VC,GVC,4.115771111286649e-05,3,1,2,1,True,0.00024694626667719894
Groupe ADF,TRADITIONAL,GVC,4.113385820636222e-05,6,3,5,1,True,0.0004936062984763467
UM6P Ventures,GREEN_VC,GVC,4.112738776531243e-05,26,5,20,6,True,0.0060457260015009265
Hivers & Strivers,TRADITIONAL,OTHER,4.108921970532674e-05,4,2,2,2,True,0.0003698029773479406
Spokane Angel Alliance,TRADITIONAL,Angel_Network,4.101943563156596e-05,26,5,17,9,True,0.007383498413681872
Hangzhou Capital,GREEN_VC,GVC,4.0990469623449814e-05,9,3,2,7,True,0.0009837712709627956
Aeronaut Invest,TRADITIONAL,OTHER,4.093360759955649e-05,6,2,5,0,False,0.00024560164559733896
Nordic Development Fund,GREEN_VC,GVC,4.0902187345601905e-05,8,2,7,1,True,0.0006544349975296305
Kair Kasper,GREEN_VC,GVC,4.079368194386599e-05,12,2,9,3,True,0.0016317472777546394
MarcyPen Capital Partners,GREEN_VC,OTHER,4.076975730502636e-05,17,2,7,9,True,0.003261580584402109
Milliken & Company,GREEN_VC,OTHER,4.075472027619875e-05,23,2,16,7,True,0.00554264195756303
Paul Graham,TRADITIONAL,OTHER,4.071483261094058e-05,34,3,14,17,True,0.010993004804953957
Vargas Holding,GREEN_VC,IVC,4.064027860417686e-05,42,7,25,17,True,0.019019650386754773
Foundation Asset Management,TRADITIONAL,IVC,4.062733118734812e-05,9,3,7,2,True,0.0009750559484963549
Dragonfly Ventures,GREEN_VC,Impact_VC,4.0536664190459616e-05,12,2,8,4,True,0.0018241498885706827
ACT Venture Partners,TRADITIONAL,IVC,4.0509582040633756e-05,18,3,13,5,True,0.0034028048914132355
Spring Activator,ESG_ALIGNED,OTHER,4.047740349179856e-05,6,34,3,3,True,0.0006476384558687769
Ribbit Capital,TRADITIONAL,IVC,4.041846196645172e-05,60,4,17,37,True,0.027646227985052976
Ineffable Ventures,TRADITIONAL,IVC,4.0294713260924584e-05,33,2,12,20,True,0.011000456720232412
El Cap Holdings,GREEN_VC,IVC,4.026691059604441e-05,24,3,17,7,True,0.005798435125830396
Yaskawa America,TRADITIONAL,OTHER,4.023505274588892e-05,5,2,2,3,True,0.00048282063295066705
Beni Nofech,GREEN_VC,GVC,4.0223547107777455e-05,25,3,14,11,True,0.007240238479399943
Magna Technology Investments,GREEN_VC,GVC,4.014553290644164e-05,22,2,11,11,True,0.005780956738527597
China National Nuclear Corporation,GREEN_VC,GVC,4.0140797189139955e-05,15,3,12,3,True,0.0020873214538352776
Telegraph Hill Capital,GREEN_VC,IVC,4.013777616662222e-05,9,3,6,2,True,0.0008428932994990665
Ovive,GREEN_VC,GVC,3.995742210700391e-05,13,5,10,2,True,0.001318594929531129
Linden Capital,TRADITIONAL,IVC,3.995438773135881e-05,14,4,9,5,True,0.0023972632638815288
Chemical Angel Network,TRADITIONAL,Angel_Network,3.992417407571426e-05,14,3,10,4,True,0.0021958295741642845
SNR,TRADITIONAL,IVC,3.990927822308838e-05,28,3,11,16,True,0.008141492757510029
Gisbert Rühl,GREEN_VC,GVC,3.990346586320969e-05,26,3,19,7,True,0.006384554538113551
PAX Momentum,TRADITIONAL,IVC,3.989612180932538e-05,12,12,7,4,True,0.0015958448723730153
State Of Mind Ventures,TRADITIONAL,IVC,3.988081507922507e-05,28,5,13,15,True,0.008933302577746416
The March Group,GREEN_VC,IVC,3.986061338334632e-05,24,3,19,5,True,0.004783273606001559
Michal Valko,GREEN_VC,GVC,3.9775901317049266e-05,17,2,13,4,True,0.002784313092193449
RAA Ventures,TRADITIONAL,OTHER,3.970645111235686e-05,34,2,20,13,True,0.01167369662703292
CCEP Ventures,GREEN_VC,IVC,3.966234953578016e-05,14,6,9,5,True,0.0023797409721468096
Gebert Rüf Foundation,GREEN_VC,IVC,3.963776443979161e-05,3,16,3,0,False,0.00015855105775916645
Keen Venture Partners,GREEN_VC,IVC,3.9592919414336456e-05,14,3,3,9,True,0.0015837167765734583
Dragones Venture Partners,GREEN_VC,OTHER,3.958260258372857e-05,22,3,9,12,True,0.0051457383358847145
Startbot,TRADITIONAL,OTHER,3.957844726535401e-05,20,4,7,13,True,0.004432786093719649
Canso Select Opportunities,TRADITIONAL,OTHER,3.956565687298412e-05,14,2,12,2,True,0.0015430606180463807
Oxford Investment Consultants,GREEN_VC,IVC,3.956565687298412e-05,14,2,11,3,True,0.0018991515299032376
9Yards Capital Management,TRADITIONAL,OTHER,3.954245691459344e-05,28,3,12,14,True,0.007710779098345721
Borealis Ventures,GREEN_VC,OTHER,3.951000299239242e-05,18,4,9,8,True,0.0035559002693153177
MassMutual Impact Investing,GREEN_VC,IVC,3.9433519570136264e-05,25,4,13,11,True,0.006624831287782892
Spring Camp,TRADITIONAL,OTHER,3.942157738685572e-05,13,5,6,7,True,0.0022076083336639205
Olympia Group,TRADITIONAL,OTHER,3.9407950510396876e-05,26,2,13,11,True,0.006620535685746675
Woori Venture Partners,TRADITIONAL,IVC,3.934592914280279e-05,20,2,10,9,True,0.004328052205708307
Crosslink Capital,TRADITIONAL,IVC,3.933661572086586e-05,14,3,7,7,True,0.002517543406135415
Döhler Ventures,GREEN_VC,OTHER,3.9307650472737714e-05,13,9,10,3,True,0.0017295366208004595
Naruhisa Nakagawa,GREEN_VC,GVC,3.9296254085966905e-05,13,2,9,4,True,0.001964812704298345
Jibe Ventures,GREEN_VC,IVC,3.9296189850139154e-05,42,6,17,25,True,0.018390616849865125
Turnham Green Capital,GREEN_VC,GVC,3.9255164730273695e-05,15,2,12,2,True,0.0015309514244806741
Overmatch Ventures,TRADITIONAL,IVC,3.922324067483202e-05,60,5,20,38,True,0.03212383411268742
PLUS Ventures,GREEN_VC,GVC,3.9115102781910865e-05,10,2,2,8,True,0.0010561077751115933
IDFC,GREEN_VC,GVC,3.911155207066883e-05,8,2,4,4,True,0.0009777888017667208
AMCREF Community Capital,GREEN_VC,Impact_VC,3.908156421008372e-05,22,2,14,8,True,0.005276011168361301
Mitsubishi UFJ Trust and Banking,TRADITIONAL,GVC,3.9024036672405175e-05,48,6,18,30,True,0.02298515760004665
