Company ID,Companies,Business Status,Ownership Status,Success Class,Success Probability,IPO Probability,M&A Probability,Total Raised,outcome,n_investors_matched,pct_green,pct_esg,pct_traditional,pct_gvc,pct_ivc,pct_cvc,pct_impact,green_quartile
158392-81,Li Auto (HKG: 02015),Profitable,Publicly Held,,,,,3106.85,IPO / Public,23,52.17391304347826,0.0,47.82608695652174,43.47826086956522,13.043478260869565,0.0,0.0,"Q2
(25-50%)"
500735-26,Firmmit,Generating Revenue,Privately Held (backing),Success,82.0,51.0,31.0,8.94,Active / Private,12,33.33333333333333,8.333333333333332,58.333333333333336,33.33333333333333,8.333333333333332,0.0,8.333333333333332,"Q1
(0-25%)"
472034-80,ZEEKR Automobile,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,1114.06,Acquired,11,54.54545454545454,9.090909090909092,36.36363636363637,63.63636363636363,0.0,9.090909090909092,0.0,"Q2
(25-50%)"
182479-42,Guangzhou Xiaopeng Motors Technology (HKG: 09868),Generating Revenue,Publicly Held,,,,,5781.36,IPO / Public,46,45.65217391304348,2.1739130434782608,52.17391304347826,28.26086956521739,28.26086956521739,2.1739130434782608,0.0,"Q1
(0-25%)"
169720-12,Hello (Other Transportation),Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,3374.43,Acquired,15,33.33333333333333,0.0,66.66666666666666,40.0,13.333333333333334,0.0,0.0,"Q1
(0-25%)"
470533-96,CHINT(Zhejiang),Profitable,Privately Held (backing),,,,,642.06,Active / Private,16,81.25,0.0,18.75,68.75,12.5,0.0,0.0,"Q3
(50-75%)"
483554-35,AVATR Technology,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,2530.04,Acquired,23,65.21739130434783,0.0,34.78260869565217,69.56521739130434,4.3478260869565215,0.0,0.0,"Q2
(25-50%)"
492711-94,REPT BATTERO (HKG: 00666),Generating Revenue,Publicly Held,,,,,1768.54,IPO / Public,21,76.19047619047619,0.0,23.809523809523807,76.19047619047619,9.523809523809524,0.0,0.0,"Q3
(50-75%)"
471542-59,DAS Solar,Generating Revenue,Privately Held (backing),,,,,342.9,Active / Private,34,61.76470588235294,0.0,38.23529411764706,67.64705882352942,5.88235294117647,0.0,0.0,"Q2
(25-50%)"
495011-80,Gokin Solar,Generating Revenue,Privately Held (backing),,,,,696.27,Active / Private,25,72.0,0.0,28.000000000000004,76.0,8.0,0.0,0.0,"Q3
(50-75%)"
588848-32,Sungrow New Energy,Profitable,Privately Held (backing),,,,,108.4,Active / Private,4,25.0,0.0,75.0,50.0,0.0,0.0,0.0,"Q1
(0-25%)"
151169-23,Romeo Power,Profitable,Acquired/Merged,,,,,231.7,Acquired,10,40.0,0.0,60.0,20.0,40.0,0.0,0.0,"Q1
(0-25%)"
435174-40,Fusion Paste (SHG: 688503),Profitable,Publicly Held,,,,,452.13,IPO / Public,15,60.0,0.0,40.0,66.66666666666666,0.0,0.0,0.0,"Q2
(25-50%)"
493829-92,GAC Aion,Generating Revenue,Privately Held (backing),,,,,2985.25,Active / Private,11,54.54545454545454,9.090909090909092,36.36363636363637,72.72727272727273,9.090909090909092,0.0,0.0,"Q2
(25-50%)"
267106-15,Neta Auto,Bankruptcy: Liquidation,Out of Business,,,,,3493.44,Failed,36,63.888888888888886,0.0,36.11111111111111,61.111111111111114,5.555555555555555,0.0,0.0,"Q2
(25-50%)"
510671-44,Xiamen Hithium Energy Storage Technology Company,Profitable,In IPO Registration,,,,,867.08,IPO / Public,27,70.37037037037037,0.0,29.629629629629626,66.66666666666666,0.0,0.0,0.0,"Q3
(50-75%)"
517629-16,CNGR New Energy,Generating Revenue,Privately Held (backing),,,,,213.48,Active / Private,8,37.5,0.0,62.5,75.0,0.0,0.0,0.0,"Q1
(0-25%)"
496591-93,RT-Hitech,Generating Revenue,Privately Held (backing),,,,,751.96,Active / Private,33,60.60606060606061,3.0303030303030303,36.36363636363637,63.63636363636363,9.090909090909092,0.0,0.0,"Q2
(25-50%)"
522801-10,Yonz Technology (SHG: 603381),Profitable,Publicly Held,,,,,180.35,IPO / Public,10,60.0,0.0,40.0,80.0,10.0,0.0,0.0,"Q2
(25-50%)"
535137-94,Sigenergy (HKG: 06656),Generating Revenue,Publicly Held,,,,,97.31,IPO / Public,22,50.0,9.090909090909092,40.909090909090914,36.36363636363637,27.27272727272727,0.0,0.0,"Q1
(0-25%)"
227224-54,EcoFlow (Alternative Energy Equipment),Generating Revenue,Privately Held (backing),,,,,89.23,Active / Private,15,46.666666666666664,0.0,53.333333333333336,46.666666666666664,0.0,0.0,0.0,"Q1
(0-25%)"
483951-61,HuaSun Energy,Generating Revenue,Privately Held (backing),,,,,692.69,Active / Private,19,63.1578947368421,0.0,36.84210526315789,52.63157894736842,15.789473684210526,0.0,0.0,"Q2
(25-50%)"
226525-69,Meati,Generating Revenue,Acquired/Merged,,,,,487.16,Acquired,44,68.18181818181817,0.0,31.818181818181817,27.27272727272727,27.27272727272727,0.0,4.545454545454546,"Q3
(50-75%)"
482849-83,Changzhou Liyuan,Generating Revenue,Privately Held (backing),,,,,164.94,Active / Private,7,57.14285714285714,0.0,42.857142857142854,28.57142857142857,14.285714285714285,14.285714285714285,0.0,"Q2
(25-50%)"
186522-13,Harmony Biosciences Holdings (NAS: HRMY),Profitable,Publicly Held,,,,,828.21,IPO / Public,11,54.54545454545454,0.0,45.45454545454545,18.181818181818183,54.54545454545454,0.0,0.0,"Q2
(25-50%)"
268100-02,Carbon Zero Technologies International,Generating Revenue/Not Profitable,In IPO Registration,,,,,2.72,IPO / Public,4,75.0,0.0,25.0,100.0,0.0,0.0,0.0,"Q3
(50-75%)"
467954-38,Volare (Commercial Products),Generating Revenue,Privately Held (backing),Success,74.0,30.0,44.0,41.19,Active / Private,10,70.0,0.0,30.0,50.0,20.0,0.0,0.0,"Q3
(50-75%)"
515842-75,Delijia Transmission Technology (SHG: 603092),Profitable,Publicly Held,,,,,34.23,IPO / Public,9,55.55555555555556,0.0,44.44444444444444,55.55555555555556,0.0,0.0,0.0,"Q2
(25-50%)"
489360-97,Huayao Photovoltaic Technology,Profitable,Acquired/Merged (Operating Subsidiary),,,,,67.06,Acquired,9,77.77777777777779,0.0,22.22222222222222,88.88888888888889,0.0,0.0,0.0,"Q3
(50-75%)"
158325-94,EkWateur,Generating Revenue,Privately Held (backing),Success,54.0,9.0,45.0,44.23,Active / Private,11,63.63636363636363,9.090909090909092,27.27272727272727,45.45454545454545,27.27272727272727,0.0,0.0,"Q2
(25-50%)"
489589-39,Laplace Renewable Energy (SHG: 688726),Profitable,Publicly Held,,,,,206.73,IPO / Public,24,37.5,0.0,62.5,41.66666666666667,8.333333333333332,0.0,0.0,"Q1
(0-25%)"
186641-83,Xpansiv,Generating Revenue,Privately Held (backing),Success,98.0,84.0,14.0,688.14,Active / Private,30,40.0,3.3333333333333335,56.666666666666664,26.666666666666668,40.0,3.3333333333333335,0.0,"Q1
(0-25%)"
121653-10,Niu Technologies (NAS: NIU),Generating Revenue,Publicly Held,,,,,150.53,IPO / Public,12,58.333333333333336,0.0,41.66666666666667,16.666666666666664,41.66666666666667,0.0,0.0,"Q2
(25-50%)"
491419-45,Trina Storage,Generating Revenue,Privately Held (backing),,,,,208.68,Active / Private,4,75.0,0.0,25.0,75.0,0.0,0.0,0.0,"Q3
(50-75%)"
503424-19,TSK,Generating Revenue,Privately Held (backing),No Exit,39.0,16.0,23.0,,Active / Private,7,85.71428571428571,0.0,14.285714285714285,71.42857142857143,0.0,14.285714285714285,0.0,"Q4
(75-100%)"
439497-46,Star Charge,Profitable,In IPO Registration,,,,,105.75,IPO / Public,12,75.0,0.0,25.0,50.0,16.666666666666664,8.333333333333332,0.0,"Q3
(50-75%)"
486826-75,Nextchem,Generating Revenue,Privately Held (backing),,,,,235.0,Active / Private,4,100.0,0.0,0.0,50.0,50.0,0.0,0.0,"Q4
(75-100%)"
484044-31,1KOMMA5,Generating Revenue,Privately Held (backing),Success,98.0,93.0,5.0,567.5,Active / Private,16,50.0,0.0,50.0,25.0,43.75,6.25,0.0,"Q1
(0-25%)"
111084-76,Siete Family Foods,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,79.66,Acquired,5,0.0,0.0,100.0,0.0,80.0,0.0,0.0,"Q1
(0-25%)"
432667-45,FengBei Biotech (SHG: 603334),Generating Revenue,Publicly Held,,,,,3.85,IPO / Public,4,50.0,0.0,50.0,75.0,0.0,0.0,0.0,"Q1
(0-25%)"
495491-50,Fox ESS,Profitable,In IPO Registration,,,,,284.1,IPO / Public,11,45.45454545454545,0.0,54.54545454545454,54.54545454545454,0.0,0.0,0.0,"Q1
(0-25%)"
491124-52,Trinahome,Profitable,Privately Held (backing),,,,,170.68,Active / Private,11,45.45454545454545,0.0,54.54545454545454,54.54545454545454,0.0,0.0,0.0,"Q1
(0-25%)"
528817-42,Boshi High-tech,Profitable,Privately Held (backing),,,,,63.74,Active / Private,10,60.0,0.0,40.0,40.0,10.0,0.0,0.0,"Q2
(25-50%)"
481911-49,Qiyuan Green Power,Profitable,Privately Held (backing),,,,,337.53,Active / Private,23,69.56521739130434,0.0,30.434782608695656,82.6086956521739,0.0,0.0,0.0,"Q3
(50-75%)"
435867-85,Biftek,Generating Revenue,Privately Held (backing),No Exit,18.0,1.0,17.0,1.21,Active / Private,9,55.55555555555556,0.0,44.44444444444444,33.33333333333333,11.11111111111111,11.11111111111111,0.0,"Q2
(25-50%)"
534739-60,Riyu Photovoltaic,Profitable,In IPO Registration,,,,,59.0,IPO / Public,7,100.0,0.0,0.0,71.42857142857143,14.285714285714285,0.0,0.0,"Q4
(75-100%)"
100885-24,Arcadia,Generating Revenue,Privately Held (backing),Success,98.0,87.0,11.0,599.54,Active / Private,63,49.2063492063492,3.1746031746031744,47.61904761904761,22.22222222222222,42.857142857142854,1.5873015873015872,3.1746031746031744,"Q1
(0-25%)"
278280-46,Archaea Energy,Generating Revenue,Acquired/Merged,,,,,653.1,Acquired,9,22.22222222222222,11.11111111111111,66.66666666666666,0.0,55.55555555555556,11.11111111111111,0.0,"Q1
(0-25%)"
233983-00,Fisker,Bankruptcy: Admin/Reorg,Privately Held (backing),,,,,483.41,Active / Private,13,46.15384615384615,0.0,53.84615384615385,7.6923076923076925,38.46153846153847,7.6923076923076925,0.0,"Q1
(0-25%)"
167210-56,Too Good To Go,Generating Revenue,Privately Held (backing),Success,69.0,4.0,65.0,129.61,Active / Private,20,65.0,0.0,35.0,45.0,30.0,0.0,0.0,"Q2
(25-50%)"
235288-63,Dott,Generating Revenue,Privately Held (backing),Success,67.0,21.0,46.0,385.26,Active / Private,25,52.0,0.0,48.0,28.000000000000004,52.0,4.0,4.0,"Q2
(25-50%)"
107032-51,Strata Critical Medical (NAS: SRTA),Generating Revenue,Publicly Held,,,,,169.75,IPO / Public,17,17.647058823529413,0.0,82.35294117647058,29.411764705882355,23.52941176470588,5.88235294117647,0.0,"Q1
(0-25%)"
484015-51,GS Biotech,Generating Revenue,Privately Held (backing),,,,,53.93,Active / Private,15,53.333333333333336,0.0,46.666666666666664,46.666666666666664,6.666666666666667,0.0,0.0,"Q2
(25-50%)"
225830-98,Bird Global,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,22.97,Acquired,69,28.985507246376812,0.0,71.01449275362319,8.695652173913043,63.76811594202898,2.898550724637681,0.0,"Q1
(0-25%)"
234371-71,Energy Vault Holdings (NYS: NRGV),Generating Revenue,Publicly Held,,,,,840.68,IPO / Public,23,65.21739130434783,0.0,34.78260869565217,30.434782608695656,17.391304347826086,17.391304347826086,0.0,"Q2
(25-50%)"
180447-85,Redwood Materials,Generating Revenue,Privately Held (backing),Success,98.0,96.0,2.0,1979.35,Active / Private,45,37.77777777777778,4.444444444444445,57.77777777777777,15.555555555555555,48.888888888888886,4.444444444444445,0.0,"Q1
(0-25%)"
227753-92,Inxeption,Out of Business,Out of Business,,,,,348.13,Failed,8,25.0,0.0,75.0,12.5,50.0,0.0,0.0,"Q1
(0-25%)"
178342-84,Northvolt,Bankruptcy: Admin/Reorg,Privately Held (backing),Success,98.0,64.0,34.0,12826.28,Active / Private,50,54.0,10.0,36.0,64.0,10.0,4.0,0.0,"Q2
(25-50%)"
433724-68,Solfácil,Generating Revenue,Privately Held (backing),Success,87.0,50.0,37.0,272.57,Active / Private,11,72.72727272727273,9.090909090909092,18.181818181818183,45.45454545454545,36.36363636363637,0.0,0.0,"Q3
(50-75%)"
436651-30,URent,Generating Revenue,Privately Held (backing),,,,,38.53,Active / Private,7,42.857142857142854,0.0,57.14285714285714,57.14285714285714,0.0,0.0,0.0,"Q1
(0-25%)"
483233-05,Kinava,Generating Revenue,Privately Held (backing),Success,79.0,17.0,62.0,2.76,Active / Private,11,63.63636363636363,0.0,36.36363636363637,45.45454545454545,9.090909090909092,0.0,0.0,"Q2
(25-50%)"
170487-10,SQE Energy Group,Generating Revenue,Privately Held (backing),,,,,2.74,Active / Private,2,0.0,0.0,100.0,0.0,50.0,0.0,0.0,"Q1
(0-25%)"
267906-88,Recykal,Generating Revenue,Privately Held (backing),Success,88.0,34.0,54.0,92.17,Active / Private,20,65.0,5.0,30.0,55.00000000000001,0.0,0.0,0.0,"Q2
(25-50%)"
265558-96,Wallbox (NYS: WBX),Generating Revenue,Publicly Held,,,,,356.44,IPO / Public,19,47.368421052631575,0.0,52.63157894736842,31.57894736842105,21.052631578947366,5.263157894736842,0.0,"Q1
(0-25%)"
433875-52,UUGreenPower (SHE: 301590),Profitable,Publicly Held,,,,,147.12,IPO / Public,12,75.0,0.0,25.0,83.33333333333334,0.0,0.0,0.0,"Q3
(50-75%)"
527330-35,MiniMines,Generating Revenue,Privately Held (backing),Success,77.0,20.0,57.0,0.02,Active / Private,19,63.1578947368421,0.0,36.84210526315789,47.368421052631575,26.31578947368421,0.0,0.0,"Q2
(25-50%)"
489873-16,Green Independence,Generating Revenue,Privately Held (backing),No Exit,26.0,1.0,25.0,8.4,Active / Private,7,42.857142857142854,0.0,57.14285714285714,14.285714285714285,0.0,0.0,0.0,"Q1
(0-25%)"
489275-38,River Mobility,Generating Revenue,Privately Held (backing),Success,73.0,5.0,68.0,62.85,Active / Private,13,53.84615384615385,0.0,46.15384615384615,23.076923076923077,46.15384615384615,15.384615384615385,0.0,"Q2
(25-50%)"
469166-95,Electra (Utilities),Generating Revenue,Privately Held (backing),Success,87.0,16.0,71.0,987.0,Active / Private,22,81.81818181818183,0.0,18.181818181818183,63.63636363636363,22.727272727272727,0.0,4.545454545454546,"Q3
(50-75%)"
185155-30,SPARK Microsystems,Generating Revenue,Privately Held (backing),Success,91.0,1.0,90.0,48.04,Active / Private,21,47.61904761904761,0.0,52.38095238095239,42.857142857142854,19.047619047619047,0.0,0.0,"Q1
(0-25%)"
527384-17,Jirui Keji,Profitable,Privately Held (backing),,,,,43.92,Active / Private,3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,"Q1
(0-25%)"
458568-37,FullCryo,Generating Revenue,Privately Held (backing),,,,,271.86,Active / Private,27,62.96296296296296,0.0,37.03703703703704,77.77777777777779,3.7037037037037033,0.0,0.0,"Q2
(25-50%)"
233903-71,TIER Mobility,Generating Revenue,Acquired/Merged,Success,98.0,90.0,8.0,583.76,Acquired,38,34.21052631578947,0.0,65.78947368421053,10.526315789473683,55.26315789473685,5.263157894736842,2.631578947368421,"Q1
(0-25%)"
267582-07,Boaz Bikes,Generating Revenue,Privately Held (backing),,,,,3.16,Active / Private,7,28.57142857142857,0.0,71.42857142857143,0.0,14.285714285714285,0.0,14.285714285714285,"Q1
(0-25%)"
268219-45,Pinecone Mobility,Profitable,In IPO Registration,,,,,124.97,IPO / Public,7,85.71428571428571,0.0,14.285714285714285,14.285714285714285,57.14285714285714,0.0,0.0,"Q4
(75-100%)"
490722-85,Cactos,Generating Revenue,Privately Held (backing),Success,83.0,7.0,76.0,48.85,Active / Private,11,45.45454545454545,9.090909090909092,45.45454545454545,45.45454545454545,18.181818181818183,9.090909090909092,0.0,"Q1
(0-25%)"
493206-22,PowerX (Electrical Equipment) (TKS: 485A),Generating Revenue,Publicly Held,,,,,165.64,IPO / Public,39,33.33333333333333,0.0,66.66666666666666,61.53846153846154,10.256410256410255,0.0,0.0,"Q1
(0-25%)"
481859-02,Shangyuan Intelligence Technology,Profitable,Acquired/Merged (Operating Subsidiary),,,,,3.93,Acquired,2,50.0,0.0,50.0,50.0,0.0,0.0,0.0,"Q1
(0-25%)"
398929-15,Zeno Power,Generating Revenue,Privately Held (backing),Success,94.0,26.0,68.0,66.35,Active / Private,34,50.0,5.88235294117647,44.11764705882353,11.76470588235294,50.0,2.941176470588235,2.941176470588235,"Q1
(0-25%)"
267441-40,Bio-Lutions,Out of Business,Out of Business,,,,,11.5,Failed,3,66.66666666666666,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,"Q2
(25-50%)"
266624-47,Zhejiang Power New Energy (SHG: 688184),Generating Revenue,Publicly Held,,,,,373.4,IPO / Public,19,57.89473684210527,0.0,42.10526315789473,63.1578947368421,0.0,5.263157894736842,0.0,"Q2
(25-50%)"
223477-93,Swapfiets,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,,Acquired,3,66.66666666666666,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,"Q2
(25-50%)"
465531-67,BRETON Technology (HKG: 01333),Profitable,Publicly Held,,,,,220.65,IPO / Public,16,50.0,0.0,50.0,50.0,0.0,0.0,0.0,"Q1
(0-25%)"
528818-05,Zerun (SHE: 301636),Profitable,Publicly Held,,,,,6.83,IPO / Public,5,80.0,0.0,20.0,100.0,0.0,0.0,0.0,"Q3
(50-75%)"
168668-92,Solugen,Generating Revenue,Privately Held (backing),Success,84.0,78.0,6.0,579.6,Active / Private,58,53.44827586206896,3.4482758620689653,43.103448275862064,17.24137931034483,56.896551724137936,1.7241379310344827,1.7241379310344827,"Q2
(25-50%)"
172842-31,Little Leaf Farms,Generating Revenue,Privately Held (backing),Success,86.0,22.0,64.0,628.31,Active / Private,9,55.55555555555556,0.0,44.44444444444444,22.22222222222222,22.22222222222222,0.0,11.11111111111111,"Q2
(25-50%)"
176492-53,TESVOLT,Generating Revenue,Privately Held (backing),No Exit,33.0,1.0,32.0,40.0,Active / Private,8,62.5,0.0,37.5,50.0,37.5,0.0,0.0,"Q2
(25-50%)"
181763-65,Redaptive,Generating Revenue,Privately Held (backing),Success,96.0,89.0,7.0,1437.21,Active / Private,12,58.333333333333336,8.333333333333332,33.33333333333333,33.33333333333333,33.33333333333333,16.666666666666664,0.0,"Q2
(25-50%)"
442843-21,AiDash,Generating Revenue,Privately Held (backing),Success,98.0,17.0,81.0,82.46,Active / Private,13,76.92307692307693,7.6923076923076925,15.384615384615385,46.15384615384615,15.384615384615385,15.384615384615385,7.6923076923076925,"Q3
(50-75%)"
436381-75,Cubenergy Technology,Profitable,In IPO Registration,,,,,46.34,IPO / Public,9,77.77777777777779,0.0,22.22222222222222,66.66666666666666,11.11111111111111,0.0,0.0,"Q3
(50-75%)"
231032-35,Kuaigou Taxi,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,327.36,Acquired,13,69.23076923076923,0.0,30.76923076923077,84.61538461538461,0.0,7.6923076923076925,0.0,"Q3
(50-75%)"
454437-91,Energy Solar Tech (MAD: ETC),Generating Revenue,Publicly Held,,,,,24.11,IPO / Public,6,33.33333333333333,0.0,66.66666666666666,50.0,16.666666666666664,0.0,0.0,"Q1
(0-25%)"
442393-66,Mill Industries,Generating Revenue,Privately Held (backing),No Exit,48.0,32.0,16.0,206.57,Active / Private,25,68.0,0.0,32.0,4.0,48.0,8.0,12.0,"Q3
(50-75%)"
229486-96,Aulton,Generating Revenue,In IPO Registration,,,,,196.91,IPO / Public,12,66.66666666666666,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,"Q2
(25-50%)"
544670-11,Weiheng Ecactus,Generating Revenue,In IPO Registration,,,,,66.62,IPO / Public,10,60.0,0.0,40.0,70.0,0.0,0.0,0.0,"Q2
(25-50%)"
608337-46,ZHGAS,Generating Revenue,Privately Held (backing),,,,,6.44,Active / Private,5,100.0,0.0,0.0,80.0,20.0,0.0,0.0,"Q4
(75-100%)"
507185-47,Jiangsu Yancheng Clean Energy Development,Profitable,Privately Held (backing),,,,,127.04,Active / Private,3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,"Q4
(75-100%)"
113018-68,PassiveLogic,Generating Revenue,Privately Held (backing),Success,98.0,34.0,64.0,107.07,Active / Private,21,57.14285714285714,4.761904761904762,38.095238095238095,28.57142857142857,28.57142857142857,4.761904761904762,0.0,"Q2
(25-50%)"
434666-08,Entech Smart Energies (PAR: ALESE),Generating Revenue,Publicly Held,,,,,45.0,IPO / Public,7,71.42857142857143,0.0,28.57142857142857,100.0,0.0,0.0,0.0,"Q3
(50-75%)"
530941-60,eKontrol,Profitable,Privately Held (backing),,,,,37.82,Active / Private,7,71.42857142857143,0.0,28.57142857142857,71.42857142857143,0.0,0.0,0.0,"Q3
(50-75%)"
268567-84,Shanghai REFIRE Group (HKG: 02570),Generating Revenue,Publicly Held,,,,,531.43,IPO / Public,34,55.88235294117647,0.0,44.11764705882353,67.64705882352942,8.823529411764707,0.0,2.941176470588235,"Q2
(25-50%)"
493931-08,Tenways,Generating Revenue,In IPO Registration,,,,,42.33,IPO / Public,9,55.55555555555556,0.0,44.44444444444444,33.33333333333333,22.22222222222222,11.11111111111111,0.0,"Q2
(25-50%)"
121085-11,Drivezy,Generating Revenue,Privately Held (backing),No Exit,48.0,13.0,35.0,39.38,Active / Private,34,29.411764705882355,5.88235294117647,64.70588235294117,23.52941176470588,29.411764705882355,0.0,0.0,"Q1
(0-25%)"
606564-46,Thanks Carbon,Generating Revenue,Privately Held (backing),,,,,0.55,Active / Private,8,75.0,0.0,25.0,62.5,0.0,0.0,0.0,"Q3
(50-75%)"
343698-94,Prime Life Technologies,Generating Revenue,Privately Held (backing),,,,,,Active / Private,3,0.0,0.0,100.0,100.0,0.0,0.0,0.0,"Q1
(0-25%)"
439170-13,Dimension Renewable Energy,Generating Revenue,Privately Held (backing),,,,,1457.91,Active / Private,4,75.0,0.0,25.0,50.0,25.0,0.0,0.0,"Q3
(50-75%)"
169670-80,PowerFlex Systems,Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,96.45,Acquired,4,75.0,0.0,25.0,100.0,0.0,0.0,0.0,"Q3
(50-75%)"
439873-75,Watershed,Generating Revenue,Privately Held (backing),Success,87.0,24.0,63.0,206.5,Active / Private,17,41.17647058823529,11.76470588235294,47.05882352941176,17.647058823529413,41.17647058823529,5.88235294117647,0.0,"Q1
(0-25%)"
528596-29,CASIC(Guizhou),Generating Revenue,Privately Held (backing),,,,,,Active / Private,2,50.0,0.0,50.0,100.0,0.0,0.0,0.0,"Q1
(0-25%)"
227729-62,Bore Charger,Generating Revenue,Privately Held (backing),,,,,0.34,Active / Private,15,73.33333333333333,0.0,26.666666666666668,40.0,13.333333333333334,0.0,0.0,"Q3
(50-75%)"
264750-13,Planet Smart City,Generating Revenue,Privately Held (backing),Success,94.0,16.0,78.0,331.44,Active / Private,16,87.5,0.0,12.5,56.25,6.25,0.0,6.25,"Q4
(75-100%)"
483239-26,Oarmilk,Generating Revenue,Privately Held (backing),,,,,,Active / Private,3,33.33333333333333,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,"Q1
(0-25%)"
515909-80,Zero One Automotive,Generating Revenue,Privately Held (backing),,,,,412.33,Active / Private,33,69.6969696969697,0.0,30.303030303030305,69.6969696969697,6.0606060606060606,3.0303030303030303,0.0,"Q3
(50-75%)"
168820-66,Nikola (OTCM: NKLAQ),Generating Revenue,Publicly Held,,,,,1173.7,IPO / Public,9,55.55555555555556,0.0,44.44444444444444,33.33333333333333,22.22222222222222,0.0,0.0,"Q2
(25-50%)"
481996-81,Chaevi (KRX: 0011T0),Generating Revenue,Publicly Held,,,,,126.83,IPO / Public,4,75.0,0.0,25.0,0.0,0.0,25.0,0.0,"Q3
(50-75%)"
454252-51,Naruida (SHG: 688522),Profitable,Publicly Held,,,,,26.86,IPO / Public,15,46.666666666666664,0.0,53.333333333333336,60.0,0.0,0.0,0.0,"Q1
(0-25%)"
186374-89,Sumá,Generating Revenue,Privately Held (backing),,,,,,Active / Private,2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,"Q4
(75-100%)"
553144-96,Base Power,Generating Revenue,Privately Held (backing),Success,92.0,88.0,4.0,1105.05,Active / Private,48,31.25,10.416666666666668,58.333333333333336,6.25,58.333333333333336,8.333333333333332,0.0,"Q1
(0-25%)"
119175-04,Waga Energy (PAR: WAGA),Generating Revenue,Publicly Held,,,,,220.66,IPO / Public,16,56.25,0.0,43.75,43.75,18.75,6.25,0.0,"Q2
(25-50%)"
169165-45,InstaVolt,Generating Revenue,Privately Held (backing),,,,,417.57,Active / Private,2,100.0,0.0,0.0,0.0,100.0,0.0,0.0,"Q4
(75-100%)"
129296-26,ZincFive,Generating Revenue,Privately Held (backing),Success,58.0,36.0,22.0,256.38,Active / Private,17,64.70588235294117,0.0,35.294117647058826,17.647058823529413,47.05882352941176,0.0,5.88235294117647,"Q2
(25-50%)"
491671-72,GeLanRuo,Profitable,Privately Held (backing),,,,,5.14,Active / Private,4,75.0,0.0,25.0,75.0,0.0,0.0,0.0,"Q3
(50-75%)"
490337-83,Keda New Energy Technology,Generating Revenue,Acquired/Merged,,,,,102.07,Acquired,6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,"Q4
(75-100%)"
156924-91,Full Harvest,Generating Revenue,Privately Held (backing),Success,70.0,2.0,68.0,36.86,Active / Private,33,57.57575757575758,12.121212121212121,30.303030303030305,24.242424242424242,30.303030303030305,3.0303030303030303,12.121212121212121,"Q2
(25-50%)"
484041-88,GCOO,Profitable,Privately Held (backing),Success,94.0,34.0,60.0,17.09,Active / Private,18,44.44444444444444,0.0,55.55555555555556,44.44444444444444,22.22222222222222,5.555555555555555,0.0,"Q1
(0-25%)"
399710-08,TELD New Energy,Generating Revenue,Privately Held (backing),,,,,259.79,Active / Private,16,81.25,0.0,18.75,87.5,6.25,0.0,0.0,"Q3
(50-75%)"
117208-36,Agrosmart,Generating Revenue,Privately Held (backing),No Exit,8.0,1.0,7.0,11.69,Active / Private,18,77.77777777777779,5.555555555555555,16.666666666666664,61.111111111111114,16.666666666666664,0.0,0.0,"Q3
(50-75%)"
469012-96,EVCS,Generating Revenue,Privately Held (backing),No Exit,28.0,1.0,27.0,64.84,Active / Private,4,50.0,0.0,50.0,25.0,25.0,0.0,0.0,"Q1
(0-25%)"
180834-22,Mint Innovation,Generating Revenue,Privately Held (backing),Success,81.0,41.0,40.0,49.88,Active / Private,17,70.58823529411765,0.0,29.411764705882355,29.411764705882355,35.294117647058826,0.0,0.0,"Q3
(50-75%)"
491563-36,Giga Energy,Generating Revenue,Privately Held (backing),Success,67.0,13.0,54.0,25.69,Active / Private,7,71.42857142857143,0.0,28.57142857142857,28.57142857142857,42.857142857142854,0.0,0.0,"Q3
(50-75%)"
462340-45,Cellcentric (Electrical Equipment),Generating Revenue,Acquired/Merged (Operating Subsidiary),,,,,,Acquired,3,66.66666666666666,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,"Q2
(25-50%)"
342964-18,Woltair,Out of Business,Out of Business,,,,,39.8,Failed,8,87.5,0.0,12.5,0.0,87.5,0.0,0.0,"Q4
(75-100%)"
491537-71,Higee,Profitable,Privately Held (backing),,,,,50.9,Active / Private,2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,"Q4
(75-100%)"
