Companies,outcome,pct_green,pct_traditional,pct_ivc,pct_gvc,pct_cvc,pct_impact,Total Raised,exited,failed,pure_green,pure_trad,pure_ivc,mixed_syn,syndicate,hq_country,hq_region,first_ym,n_rounds,avg_deal_size_M,n_communities,cross_community,specter_novelty,bge_novelty,log_capital,deal_year,is_us,cpu_narrow,cpu_broad,cpu_sentiment,country_cpu_col,cpu_country,CPU_pos_US,CPU_neg_US,oil_price,interest_rate,vix,cpu_narrow_z,cpu_broad_z,cpu_country_z,CPU_pos_US_z,CPU_neg_US_z,oil_price_z,interest_rate_z,vix_z,specter_novelty_z,bge_novelty_z
Atlas Power Technologies,Active / Private,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,1,0,0,0,green,Canada,Americas,2023-05,4.0,2.3233333333333333,2.0,1,0.4451,0.5607,0.0,2023.0,0,401.2445146894636,307.9598985514335,,CPU_CAN,401.2445146894636,240.74670881367814,80.24890293789272,68.11,5.06,17.94,0.36751312847837014,0.5774550905114837,0.4905741489761382,0.46317775265179983,-0.8912739539254723,0.1072596009457712,1.66353967784213,-0.24946470413721886,0.28225651987308825,0.9067459008071486
AtlasAero,Active / Private,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,1,0,0,0,green,Germany,Europe,2019-06,3.0,0.05,3.0,1,0.4601,0.5559,0.0,2019.0,0,354.3499065347115,238.8511974395579,120.9487424603519,CPU_DEU,109.492352655744,113.131849318947,169.6009472730739,58.2,2.38,15.08,0.0751221035700187,-0.127613987927272,-1.1926428512816387,-0.5834090861740753,0.3501181393497671,-0.43072098295221145,0.25367698343265294,-0.6544043872682638,0.4672126084064648,0.8538877932396366
Atmen,Active / Private,66.66666666666666,33.33333333333333,25.0,25.0,0.0,16.666666666666664,6.3,0,0,1,0,0,1,green,Germany,Europe,2023-02,6.0,3.15,3.0,1,0.3988,0.5677,1.9878743481543455,2023.0,0,476.7080986035535,386.5030987808549,,CPU_DEU,476.7080986035535,286.0248591621321,95.3416197207107,76.88,4.57,20.7,0.8380336320527706,1.3787779472924306,0.9259491140120264,0.8345100287573705,-0.6815867618792607,0.5833534173721392,1.4057662747598005,0.14131624881441845,-0.2886412733999335,0.9838306410097698
Atmeto,Active / Private,71.42857142857143,14.285714285714285,85.71428571428571,0.0,0.0,0.0,0.47,0,0,1,0,1,0,green,United States,Americas,2023-01,2.0,0.47,3.0,1,0.546,0.5607,0.3852624007906449,2023.0,1,339.3936005549683,311.8762762384893,,CPU_US,339.3936005549683,203.63616033298098,67.87872011099367,78.95,4.33,19.4,-0.01813146664489468,0.6174112286272966,0.13373528469161577,0.1588290915688732,-1.0631362461420513,0.6957267583074398,1.2795099140664146,-0.04274724351787472,1.5263944754076004,0.9067459008071486
atmio,Active / Private,50.0,50.0,70.0,20.0,0.0,10.0,6.5,0,0,0,0,1,1,ivc,Germany,Europe,2023-04,2.0,3.25,4.0,1,0.5336,0.42,2.0149030205422647,2023.0,0,364.4916231642655,325.4335613098241,,CPU_DEU,364.4916231642655,218.69497389855928,72.8983246328531,76.78,4.83,15.78,0.13835638649354204,0.7557269882579594,0.27853427447233414,0.28232847203653344,-0.9933975243123656,0.57792475355884,1.542543998844302,-0.5552932760124137,1.3734974422200084,-0.642657377265537
AtmoCooling,Active / Private,63.63636363636363,36.36363636363637,18.181818181818183,36.36363636363637,0.0,9.090909090909092,2.83,0,0,1,0,0,0,green,United States,Americas,2022-01,5.0,0.7075,3.0,1,0.4849,0.5775,1.3428648031925547,2022.0,1,517.3933435968448,313.3525284297924,,CPU_US,517.3933435968448,310.43600615810686,103.47866871936897,89.16,0.08,24.83,1.0917088614731565,0.6324724257749653,1.1606760670360992,1.0347091691065853,-0.5685365416555882,1.2499933336453208,-0.9562798065456296,0.726071805223934,0.7730066747816469,1.0917492772934398
Atmonia,Active / Private,75.0,25.0,0.0,75.0,0.0,0.0,3.15,0,0,1,0,0,0,green,Iceland,Europe,2016-09,8.0,0.5283333333333333,1.0,0,0.3195,0.4322,1.423108334242607,2016.0,0,155.5017576072651,128.0670274723116,128.0129331060679,CPU_US,92.69579199116808,104.9588361573701,85.48693862197429,47.72,0.4,13.29,-1.164709432587786,-1.2578695327096978,-1.2895478965070026,-0.6504370799541429,-0.8185005089428357,-0.9996449505860018,-0.7879379922877815,-0.9078456574796521,-1.266442461446383,-0.5083096871981116
Atmos AI,Acquired,50.0,50.0,50.0,25.0,0.0,0.0,1.55,1,0,0,0,0,1,mixed,United States,Americas,2022-05,2.0,1.55,3.0,1,0.4247,0.5575,0.9360933591703348,2022.0,1,517.952851614523,403.6409355642895,,CPU_US,517.952851614523,310.77171096871376,103.5905703229046,114.38,0.77,26.19,1.0951974314638362,1.5536236410028232,1.1639040582207114,1.0374623299681245,-0.566981862443853,2.6191023473594606,-0.5932927695521448,0.9186305356638718,0.030716239467696742,0.8715071624288077
Atmosfuture,Active / Private,50.0,50.0,0.0,25.0,0.0,0.0,1.79,0,0,0,0,0,1,mixed,United Kingdom,Europe,2023-01,7.0,0.7466666666666667,2.0,1,0.5372,0.5073,1.0260415958332743,2023.0,0,339.3936005549683,311.8762762384893,,CPU_UK,339.3936005549683,203.63616033298098,67.87872011099367,78.95,4.33,19.4,-0.01813146664489468,0.6174112286272966,0.13373528469161577,0.1588290915688732,-1.0631362461420513,0.6957267583074398,1.2795099140664146,-0.04274724351787472,1.4178869034680193,0.31869945411858125
AtmosZero,Active / Private,81.81818181818183,18.181818181818183,45.45454545454545,27.27272727272727,0.0,0.0,39.6,0,0,1,0,0,1,green,United States,Americas,2022-05,9.0,6.144285714285714,2.0,1,0.5372,0.5098,3.703768066607687,2022.0,1,517.952851614523,403.6409355642895,,CPU_US,517.952851614523,310.77171096871376,103.5905703229046,114.38,0.77,26.19,1.0951974314638362,1.5536236410028232,1.1639040582207114,1.0374623299681245,-0.566981862443853,2.6191023473594606,-0.5932927695521448,0.9186305356638718,1.4178869034680193,0.3462297184766609
AtmoTrack,Acquired,80.0,20.0,0.0,80.0,0.0,0.0,0.61,1,0,1,0,0,0,green,France,Europe,2017-01,6.0,0.3033333333333333,1.0,0,0.3257,0.3216,0.4762341789963716,2017.0,0,373.6910509243575,272.5854515400916,198.7334961073701,CPU_FRA,346.2715520680941,182.9269993368094,334.3522287751891,52.75,0.65,11.99,0.1957154351600159,0.21655366488359667,0.17341651561426427,-0.011009557531502059,2.6390522061124857,-0.7265831607770357,-0.6564209498988378,-1.091909149811945,-1.1899939448525876,-1.726248582399526
ATOM H2,Active / Private,100.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0,0,1,0,0,0,green,Spain,Europe,2023-12,3.0,1.45,0.0,0,0.4353,0.4175,0.0,2023.0,0,414.8548514305776,292.7260983951576,,CPU_ESP,414.8548514305776,248.91291085834655,82.97097028611552,71.89,5.33,12.45,0.45237449027820953,0.4220349876228774,0.5690967896386206,0.5301498875346955,-0.8534555368026311,0.31246309308849324,1.8055780836221895,-1.0267789909866722,0.16141854203128267,-0.670187641623616
ATOM-X,Active / Private,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0,0,0,0,0,1,mixed,United States,Americas,2025-03,2.0,1.45,2.0,1,0.4873,0.4326,0.0,2025.0,1,679.5101097693873,492.0940892681166,,CPU_US,679.5101097693873,407.7060658616324,135.90202195387747,71.87,4.33,22.28,2.102517764270521,2.45605101358503,2.095982578378765,1.8324341730801235,-0.11807013495759319,0.3113773603258336,1.2795099140664146,0.3650241856490518,0.8025996489469873,-0.5039048449008189
Atomo (Beverages),Active / Private,57.14285714285714,42.857142857142854,50.0,7.142857142857142,7.142857142857142,14.285714285714285,76.31,0,0,0,0,0,1,mixed,United States,Americas,2019-02,6.0,12.721666666666666,6.0,1,0.4637,0.6284,4.347823313332383,2019.0,1,147.8971046631048,176.4269968989619,86.72775499571799,CPU_US,203.7806885874987,174.5308416080714,142.8292562619272,57.21,2.4,14.78,-1.2121249533887635,-0.7644856529898764,-0.6486615184269301,-0.07986759029034497,-0.021828197100867225,-0.48446475470387684,0.2641983468237684,-0.6968805778064854,0.511602069654475,1.6522654596239275
Atrevida Science,Active / Private,88.88888888888889,11.11111111111111,33.33333333333333,55.55555555555556,0.0,0.0,0.46,0,0,1,0,0,1,green,United States,Americas,2018-04,13.0,0.07222222222222223,6.0,1,0.2328,0.3721,0.3784364357202451,2018.0,1,285.4034764632481,173.6074435953342,154.1602683670647,CPU_US,150.1351090336259,159.3178890140759,202.2577498685814,68.56,1.69,15.93,-0.3547635089899899,-0.7932516378429201,-0.9581610294650815,-0.20463108591770973,0.8038279210939695,0.1316885881056192,-0.10931005356083184,-0.5340551807433029,-2.3354886531692984,-1.1701372423663305
ATTA (Cultivation),Active / Private,42.857142857142854,57.14285714285714,14.285714285714285,0.0,0.0,0.0,0.02,0,0,0,0,0,1,mixed,Austria,Europe,2020-01,5.0,0.02,0.0,0,0.4283,0.585,0.019802627296179712,2020.0,0,305.9690553815524,244.0712447776972,100.1325214720415,CPU_DEU,305.9690553815524,61.19381107631048,183.58143322893142,51.58,1.55,18.84,-0.22653574604732798,-0.07435739495281517,-0.059102232842445666,-1.0093600097138427,0.5443528080121118,-0.7900985273926402,-0.1829595972986403,-0.12203613252255463,0.07510570071570698,1.1743400703676763
Attron Automotive,Active / Private,55.55555555555556,44.44444444444444,33.33333333333333,33.33333333333333,0.0,0.0,0.05,0,0,0,0,0,1,mixed,India,Asia,2022-03,5.0,0.05,1.0,0,0.4329,0.5228,0.04879016416943201,2022.0,0,445.7135559546776,329.2777114687682,,CPU_US,445.7135559546776,267.42813357280653,89.14271119093553,100.53,0.2,20.56,0.644780581259295,0.7949462380244864,0.7471311037592936,0.6819957500589084,-0.7677098729178005,1.8672324092174768,-0.8931516261989366,0.12149402656324836,0.1318255678659423,0.4893870931386718
Auar,Active / Private,59.25925925925925,37.03703703703704,14.814814814814811,40.74074074074074,0.0,3.7037037037037033,9.77,0,0,0,0,0,1,mixed,United Kingdom,Europe,2022-11,9.0,2.034,6.0,1,0.4045,0.4846,2.3767644911682972,2022.0,0,405.8293377873721,277.9059282130951,,CPU_UK,405.8293377873721,243.49760267242323,81.16586755747443,80.48,3.78,20.58,0.39609980778694015,0.2708348700623299,0.5170255456951184,0.48573820775059184,-0.8785343167181603,0.7787853146509225,0.990172420810738,0.12432577259912972,-0.21835795975725003,0.06872465374722404
Augmenta (Business/Productivity Software),Active / Private,55.55555555555556,22.22222222222222,66.66666666666666,11.11111111111111,0.0,11.11111111111111,28.22,0,0,0,0,1,1,ivc,Canada,Americas,2022-06,4.0,9.406666666666666,6.0,1,0.4267,0.4714,3.3748534063225533,2022.0,0,453.9889857708172,292.6717403015228,,CPU_CAN,453.9889857708172,272.3933914624903,90.79779715416345,107.76,1.21,28.71,0.6963784408152021,0.42148040896102806,0.794874860151256,0.7227165060844551,-0.7447153164560073,2.259724802919033,-0.36182277494760384,1.275430536184932,0.05537705127214695,-0.07663514206343292
Auraphyll,Active / Private,100.0,0.0,0.0,75.0,0.0,0.0,0.06,0,0,1,0,0,0,green,India,Asia,2019-11,3.0,0.06,1.0,0,0.3695,0.5475,0.058268908123975775,2019.0,0,312.2145454632087,247.023589344968,99.30200944508188,CPU_US,339.0754728612334,135.8395985928463,277.8997004133008,58.12,1.55,12.62,-0.18759469679057272,-0.044236631144658506,0.13189989831910431,-0.397179742479174,1.854741977115841,-0.4350639140028513,-0.1829595972986403,-1.00270914968168,-0.6499221663351286,0.7613861049964916
Aurora Hydrogen,Active / Private,57.89473684210527,42.10526315789473,10.526315789473683,31.57894736842105,10.526315789473683,5.263157894736842,13.04,0,0,0,0,0,1,mixed,Canada,Americas,2021-01,10.0,4.256,4.0,1,0.5482,0.482,2.641910398597665,2021.0,0,257.0615514640529,166.27685026874,,CPU_CAN,257.0615514640529,51.41231029281059,154.23693087843174,52.16,0.09,33.09,-0.5314773109487031,-0.868040696210896,-0.34126618138104975,-1.0895794294938614,0.13666170849617237,-0.758612277275503,-0.9510191248500719,1.8955829180429662,1.5535213683924953,0.040093178814821995
Austere Environmental,Active / Private,75.0,25.0,50.0,0.0,25.0,0.0,0.14,0,0,1,0,0,1,green,United States,Americas,2023-01,2.0,0.14,3.0,1,0.5306,0.512,0.1310282624064041,2023.0,1,339.3936005549683,311.8762762384893,,CPU_US,339.3936005549683,203.63616033298098,67.87872011099367,78.95,4.33,19.4,-0.01813146664489468,0.6174112286272966,0.13373528469161577,0.1588290915688732,-1.0631362461420513,0.6957267583074398,1.2795099140664146,-0.04274724351787472,1.336506224513333,0.37045635111177017
Autarkize,Active / Private,62.5,37.5,25.0,25.0,0.0,25.0,2.26,0,0,1,0,0,1,green,Germany,Europe,2023-03,4.0,1.13,1.0,0,0.4957,0.4014,1.1817271953786161,2023.0,0,327.8977366306982,307.7456996970709,,CPU_DEU,327.8977366306982,196.7386419784189,65.57954732613965,75.68,4.65,18.7,-0.08980894871131995,0.5752697652714158,0.0674117535989991,0.10226160437320998,-1.0950792748374518,0.5182094516125455,1.4478517283242627,-0.14185835477372474,0.9061750585256776,-0.8474825440896447
Automato Robotics,Failed,66.66666666666666,33.33333333333333,0.0,50.0,0.0,0.0,0.22,0,1,1,0,0,0,green,Israel,Middle East,2019-03,7.0,0.14833333333333334,2.0,1,0.4314,0.454,0.1988508587451652,2019.0,0,298.9919218365096,186.8819307882431,151.1870606033128,CPU_EU_avg,172.2962112024583,146.3614028427712,114.1883611080254,60.19,2.41,13.71,-0.27003864133595756,-0.6578210726424547,-0.8303061280480459,-0.31088899317087554,-0.4197438917323742,-0.32269057306755117,0.2694590285193263,-0.8483789907261418,0.11332995901260465,-0.2682457819956624
Autonomy,Active / Private,45.0,52.5,37.5,35.0,0.0,0.0,603.19,0,0,0,0,0,1,mixed,United States,Americas,2020-06,10.0,60.318,4.0,1,0.3355,0.3061,6.403888718004616,2020.0,1,134.2082403879148,171.4231950736024,58.57721703127867,CPU_US,134.2082403879148,26.84164807758296,80.52494423274888,39.27,0.08,30.43,-1.297475939626795,-0.8155360400603134,-1.0500485269851,-1.291086775875849,-0.8874388376346078,-1.4583670428098112,-0.9562798065456296,1.518960695270735,-1.0691559670107813,-1.896936221419616
Auxano Solar,Active / Private,100.0,0.0,0.0,100.0,0.0,0.0,1.72,0,0,1,0,0,0,green,Nigeria,Africa,2019-02,3.0,0.6033333333333334,1.0,0,0.3429,0.5548,1.000631880307906,2019.0,0,147.8971046631048,176.4269968989619,86.72775499571799,CPU_US,203.7806885874987,174.5308416080714,142.8292562619272,57.21,2.4,14.78,-1.2121249533887635,-0.7644856529898764,-0.6486615184269301,-0.07986759029034497,-0.021828197100867225,-0.48446475470387684,0.2641983468237684,-0.6968805778064854,-0.9779109633343162,0.841774476922082
AUXOLAR,Active / Private,100.0,0.0,0.0,66.66666666666666,0.0,0.0,0.02,0,0,1,0,0,0,green,Germany,Europe,2018-01,3.0,0.02,0.0,0,0.4425,0.6024,0.019802627296179712,2018.0,0,197.2332525554197,154.8731925884962,135.4636000399107,CPU_DEU,40.56343101896059,174.8019205090631,217.6273336380673,64.82,1.41,13.54,-0.9045107645749871,-0.9843844601954699,-1.5903171372225275,-0.07764443531305942,1.0173617009904734,-0.07134343851178349,-0.2566091410364489,-0.8724488320311342,0.2501974645273031,1.365950710299907
AVA Solutions,Active / Private,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,1,mixed,South Africa,Africa,2021-03,2.0,1.45,0.0,0,0.4706,0.456,0.0,2021.0,0,271.0594150576149,215.8556382539524,,CPU_US,271.0594150576149,54.211883011522985,162.63564903456893,59.19,0.07,19.4,-0.44419969325025693,-0.3622220396244353,-0.2605077671032155,-1.0666197524363372,0.2533473690230325,-0.37697721120054645,-0.9615404882411873,-0.04274724351787472,0.5966818703798283,-0.24622157050919916
Avalanche (Alternative Energy Equipment),IPO / Public,58.620689655172406,34.48275862068966,44.827586206896555,13.79310344827586,3.4482758620689653,13.79310344827586,168.49,1,0,0,0,0,1,mixed,United States,Americas,2021-06,9.0,26.705,6.0,1,0.4007,0.465,5.1327939280299635,2021.0,1,361.6580292972939,231.4226199316193,,CPU_US,361.6580292972939,216.99481757837634,72.33160585945879,73.52,0.08,15.83,0.12068873881422396,-0.2034027122610462,0.26218631209404175,0.2683852585604918,-1.001271101348424,0.40095031324527525,-0.9562798065456296,-0.5482139109227101,-0.2652135021857057,-0.1471126188201147
Avant Meats,Active / Private,60.71428571428571,39.285714285714285,28.57142857142857,17.857142857142858,3.571428571428571,0.0,15.54,0,0,1,0,0,1,green,Hong Kong,Asia,2019-09,11.0,3.108,6.0,1,0.4288,0.5587,2.805781689595545,2019.0,0,587.0005895347282,401.9610964896011,187.849853959983,CPU_US,338.7826013033941,579.5047376225317,361.8030723270052,54.09,2.04,16.24,1.5257147052508058,1.5364853853380465,0.13021022314545427,3.241378472393067,3.020434192305528,-0.6538390656788218,0.07481380578368947,-0.49016311718714095,0.08127090366681952,0.8847216893206854
Avanti Battery,Failed,100.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,7.45,0,1,1,0,0,1,green,United States,Americas,2022-04,2.0,7.45,1.0,0,0.4551,0.4658,2.1341664413690826,2022.0,1,411.1465749693597,296.3402897499734,,CPU_US,411.1465749693597,246.6879449816158,82.22931499387194,104.59,0.33,33.4,0.42925313799905324,0.4589081240998039,0.5477024872359659,0.5119026394270468,-0.8637595541597853,2.087636160037438,-0.8247627641566858,1.9394749815991277,0.4055605788953393,-0.13830293422552978
Avarni,Active / Private,62.5,25.0,37.5,37.5,0.0,0.0,4.12,0,0,1,0,0,1,green,Australia,Oceania,2021-06,2.0,2.055,1.0,0,0.4403,0.4882,1.6331544390514163,2021.0,0,361.6580292972939,231.4226199316193,,CPU_AUS,361.6580292972939,216.99481757837634,72.33160585945879,73.52,0.08,15.83,0.12068873881422396,-0.2034027122610462,0.26218631209404175,0.2683852585604918,-1.001271101348424,0.40095031324527525,-0.9562798065456296,-0.5482139109227101,0.2230705715424082,0.10836823442285833
Avenews,Active / Private,50.0,25.0,50.0,25.0,0.0,0.0,3.01,0,0,0,0,0,1,mixed,Kenya,Africa,2017-05,4.0,1.0033333333333332,2.0,1,0.4773,0.6145,1.3887912413184778,2017.0,0,281.4606227362563,182.4704283342507,168.9534644047758,CPU_US,212.1928207244096,246.0604508721938,296.6611954555045,48.29,0.91,10.41,-0.3793474662435494,-0.7028286320340208,-0.6001290800636226,0.5067564747957333,2.1154004967580606,-0.9687015668501945,-0.5196432258143363,-1.3156170866465782,0.6792955899247363,1.4991971897930092
Avertana,Active / Private,50.0,50.0,15.384615384615383,50.0,0.0,0.0,13.94,0,0,0,0,0,1,mixed,New Zealand,Oceania,2014-08,9.0,2.786,3.0,1,0.5163,0.6421,2.7040421797046714,2014.0,0,48.46091168115398,64.79671240366312,72.92234259765199,CPU_NZL,56.41094242631232,88.66853159570366,95.17498854315572,97.86,0.09,11.98,-1.8321162812410465,-1.9033735288818372,-1.4988874784783004,-0.7840360857612145,-0.6839018138498002,1.7222870854023795,-0.9510191248500719,-1.0933250228298856,1.1601814201115146,1.8031313083062008
Avinya,Active / Private,83.33333333333334,16.666666666666664,0.0,66.66666666666666,0.0,0.0,0.0,0,0,1,0,0,0,green,India,Asia,2025-01,9.0,1.45,1.0,0,0.3058,0.2314,0.0,2025.0,0,777.9415803367268,483.5472212184168,,CPU_US,777.9415803367268,466.76494820203607,155.58831606734537,72.84,4.33,16.43,2.716244580527203,2.3688531313735823,2.6638670576724266,2.316784108643735,0.1554368680458921,0.36403539931483886,1.2795099140664146,-0.4632615298462672,-1.4353690223068667,-2.719540520439016
Avoltra,Active / Private,69.23076923076923,30.76923076923077,7.6923076923076925,76.92307692307693,0.0,0.0,2.3,0,0,1,0,0,0,green,Germany,Europe,2025-07,2.0,2.3,1.0,0,0.4448,0.4133,1.1939224684724346,2025.0,0,586.7771438685912,426.9024593160169,,CPU_DEU,586.7771438685912,352.06628632115473,117.35542877371824,70.36,4.33,16.72,1.524321506546223,1.7909451482926386,1.560974701828721,1.3761247651256263,-0.3757429649677836,0.2294045367450105,1.2795099140664146,-0.42220121232598656,0.2785573981024205,-0.7164384857451885
Avrio Energy,Active / Private,40.0,40.0,20.0,0.0,20.0,0.0,0.25,0,0,0,0,0,1,mixed,India,Asia,2019-06,8.0,0.125,3.0,1,0.4551,0.4127,0.22314355131420976,2019.0,0,354.3499065347115,238.8511974395579,120.9487424603519,CPU_US,199.3086662112371,113.131849318947,169.6009472730739,58.2,2.38,15.08,0.0751221035700187,-0.127613987927272,-0.6744621295921928,-0.5834090861740753,0.3501181393497671,-0.43072098295221145,0.25367698343265294,-0.6544043872682638,0.4055605788953393,-0.7230457491911274
Axiom Exergy,Failed,60.0,40.0,20.0,20.0,5.0,0.0,11.55,0,1,1,0,0,1,green,United States,Americas,2014-01,8.0,2.9074999999999998,5.0,1,0.5565,0.5794,2.529720665577793,2014.0,1,159.0883590816582,117.9806886681581,47.86782820299257,CPU_US,97.77913865876629,110.2117548499465,74.44545470802353,97.55,0.07,18.41,-1.1423467320066245,-1.3607735880753615,-1.2602203485311418,-0.6073571785160202,-0.9719028281711081,1.705458227581151,-0.9615404882411873,-0.18291867229400538,1.6558637373809633,1.11267227820558
Axle Energy,Active / Private,44.44444444444444,44.44444444444444,22.22222222222222,44.44444444444444,0.0,0.0,11.41,0,0,0,0,0,1,mixed,United Kingdom,Europe,2023-06,4.0,5.71,5.0,1,0.4432,0.5561,2.5185025992165158,2023.0,0,341.8180541810245,264.9357212649188,,CPU_UK,341.8180541810245,205.09083250861468,68.3636108362049,70.66,5.08,13.59,-0.0030148357898931713,0.13850866926589894,0.14772277849892024,0.17075905615021017,-1.0563995282878778,0.24569052818490889,1.6740610412332457,-0.8653694669414305,0.25882874865886046,0.8560902143882839
Axonal Networks,Active / Private,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0,0,1,0,0,1,green,Canada,Americas,2025-11,1.0,1.45,1.0,0,0.3496,0.4373,0.0,2025.0,0,356.8451010334185,265.6349562948066,,CPU_CAN,356.8451010334185,214.10706062005107,71.3690202066837,58.58,3.88,16.35,0.090679808507333,0.1456424887445343,0.2344188994438486,0.24470237054668764,-1.01464456389588,-0.4100920604616735,1.0427792377663154,-0.4745885139897927,-0.8952972437894076,-0.45214794790762997
Aylara Power Solutions,Failed,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0,1,1,0,0,0,green,Turkey,Middle East,2024-11,4.0,1.45,0.0,0,0.3122,0.4684,0.0,2024.0,0,828.8847567632874,452.7498189811877,,CPU_EU_avg,828.8847567632874,497.33085405797243,165.7769513526575,68.26,4.64,13.51,3.033878699961456,2.054648180848482,2.95777549012616,2.5674592644388525,0.29699033085202037,0.11540259666572078,1.4425910466287044,-0.8766964510849562,-1.3564544245326264,-0.10967145929312773
Ayrton Energy,Active / Private,77.77777777777779,22.22222222222222,29.629629629629623,29.629629629629623,3.7037037037037033,0.0,7.7,0,0,1,0,0,1,green,Canada,Americas,2022-08,16.0,1.2,5.0,1,0.4141,0.4087,2.1633230256605382,2022.0,0,393.8136113321517,306.4522123501768,,CPU_CAN,393.8136113321517,236.28816679929102,78.76272226643034,90.09,2.33,25.87,0.321180947996782,0.5620731935376998,0.4477027516534533,0.42661264251427367,-0.9119218635335735,1.3004799071090067,0.22737357495486427,0.8733225990897688,-0.0999860630958892,-0.7670941721640537
Aza Power,Active / Private,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,mixed,United States,Americas,2021-01,2.0,1.45,2.0,1,0.5495,0.4984,0.0,2021.0,1,257.0615514640529,166.27685026874,,CPU_US,257.0615514640529,51.41231029281059,154.23693087843174,52.16,0.09,33.09,-0.5314773109487031,-0.868040696210896,-0.34126618138104975,-1.0895794294938614,0.13666170849617237,-0.758612277275503,-0.9510191248500719,1.8955829180429662,1.5695508960653877,0.22069171300382046
Azaneo,Active / Private,77.77777777777779,22.22222222222222,33.33333333333333,44.44444444444444,0.0,0.0,1.92,0,0,1,0,0,1,green,Australia,Oceania,2019-06,7.0,1.16,3.0,1,0.385,0.6108,1.0715836162801904,2019.0,0,354.3499065347115,238.8511974395579,120.9487424603519,CPU_AUS,134.2787808519201,113.131849318947,169.6009472730739,58.2,2.38,15.08,0.0751221035700187,-0.127613987927272,-1.049641555165621,-0.5834090861740753,0.3501181393497671,-0.43072098295221145,0.25367698343265294,-0.6544043872682638,-0.45880087485063953,1.458452398543052
Azos Finance,Active / Private,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0,0,0,0,0,1,mixed,United States,Americas,2025-10,2.0,1.45,0.0,0,0.3537,0.4723,0.0,2025.0,1,557.4668738749439,398.0886153892228,,CPU_US,557.4668738749439,334.4801243249663,111.49337477498878,61.75,4.09,17.44,1.341570008644761,1.4969770942431926,1.391873830762166,1.2318982560533775,-0.4571860649944272,-0.23800341758007848,1.1532535533730284,-0.32025835503425465,-0.8447425795902848,-0.06672424689452434
Azteq Energy,Active / Private,33.33333333333333,66.66666666666666,0.0,66.66666666666666,0.0,0.0,1.95,0,0,0,1,0,1,traditional,Belgium,Europe,2021-03,3.0,0.975,0.0,0,0.4635,0.3736,1.0818051703517284,2021.0,0,271.0594150576149,215.8556382539524,,CPU_DEU,271.0594150576149,54.211883011522985,162.63564903456893,59.19,0.07,19.4,-0.44419969325025693,-0.3622220396244353,-0.2605077671032155,-1.0666197524363372,0.2533473690230325,-0.37697721120054645,-0.9615404882411873,-0.04274724351787472,0.5091359884740303,-1.153619083751483
Azul Bio,Active / Private,60.0,20.0,20.0,0.0,0.0,0.0,0.05,0,0,1,0,0,1,green,United States,Americas,2023-06,5.0,0.05,2.0,1,0.3585,0.3447,0.04879016416943201,2023.0,1,341.8180541810245,264.9357212649188,,CPU_US,341.8180541810245,205.09083250861468,68.3636108362049,70.66,5.08,13.59,-0.0030148357898931713,0.13850866926589894,0.14772277849892024,0.17075905615021017,-1.0563995282878778,0.24569052818490889,1.6740610412332457,-0.8653694669414305,-0.7855566312596047,-1.471868939730876
Azure Sustainable Fuels,Active / Private,100.0,0.0,0.0,100.0,0.0,0.0,29.68,0,0,1,0,0,0,green,Canada,Americas,2023-06,6.0,9.852,1.0,0,0.4892,0.4403,3.4236109764990554,2023.0,0,341.8180541810245,264.9357212649188,,CPU_CAN,341.8180541810245,205.09083250861468,68.3636108362049,70.66,5.08,13.59,-0.0030148357898931713,0.13850866926589894,0.14772277849892024,0.17075905615021017,-1.0563995282878778,0.24569052818490889,1.6740610412332457,-0.8653694669414305,0.8260274201612151,-0.41911163067793517
B.Ventus,Failed,50.0,50.0,0.0,50.0,0.0,0.0,0.02,0,1,0,0,0,1,mixed,Germany,Europe,2016-01,3.0,0.02,2.0,1,0.2552,0.5061,0.019802627296179712,2016.0,0,104.5998543485994,114.6800555372952,138.5947597538382,CPU_DEU,119.5292379392994,95.2869117475804,137.2030019572769,33.66,0.34,20.2,-1.4820862110539224,-1.394447703235978,-1.1347366619284815,-0.7297578489733851,-0.09999526826880306,-1.7629150827359148,-0.8195020824611281,0.07052259791738266,-2.0592875609594565,0.30548492722670356
B4Waste,Failed,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,2.27,0,1,1,0,0,0,green,Brazil,Americas,2022-08,3.0,1.135,1.0,0,0.3672,0.3853,1.184789984909162,2022.0,0,393.8136113321517,306.4522123501768,,CPU_MEX,393.8136113321517,236.28816679929102,78.76272226643034,90.09,2.33,25.87,0.321180947996782,0.5620731935376998,0.4477027516534533,0.42661264251427367,-0.9119218635335735,1.3004799071090067,0.22737357495486427,0.8733225990897688,-0.6782820999102459,-1.0247774465556736
