Companies,outcome,pct_green,pct_traditional,pct_ivc,pct_gvc,pct_cvc,pct_impact,Total Raised,exited,failed,pure_green,pure_trad,pure_ivc,mixed_syn,syndicate,hq_country,hq_region,first_ym,n_rounds,avg_deal_size_M,n_communities,cross_community,specter_novelty,bge_novelty,log_capital,deal_year,is_us,cpu_narrow,cpu_broad,cpu_sentiment,country_cpu_col,cpu_country,CPU_pos_US,CPU_neg_US,oil_price,interest_rate,vix,cpu_narrow_z,cpu_broad_z,cpu_country_z,CPU_pos_US_z,CPU_neg_US_z,oil_price_z,interest_rate_z,vix_z,specter_novelty_z,bge_novelty_z
DAS Solar,Active / Private,62.16216216216216,37.83783783783784,5.405405405405405,67.56756756756756,0.0,0.0,342.9,0,0,1,0,0,0,green,China,Asia,2018-12,18.0,62.49090909090909,1.0,0,0.4011,0.5125,5.84035091743822,2018.0,0,203.8776062576293,179.5547527853041,89.02207453424465,CPU_US,138.4794617746722,30.29487311517452,198.9610202111838,45.15,2.27,25.42,-0.8630827739106534,-0.7325752867858483,-1.0254064047127596,-1.2627664071495368,0.7580255652462701,-1.1391616105877995,0.19580948478151772,0.8096083132824368,-0.2602813398248155,0.3759624039833854
Gokin Solar,Active / Private,74.07407407407408,25.925925925925924,7.4074074074074066,77.77777777777779,0.0,0.0,696.27,0,0,1,0,0,0,green,China,Asia,2021-03,7.0,148.89166666666668,1.0,0,0.2684,0.2488,6.547172710212387,2021.0,0,271.0594150576149,215.8556382539524,,CPU_US,271.0594150576149,54.211883011522985,162.63564903456893,59.19,0.07,19.4,-0.44419969325025693,-0.3622220396244353,-0.2605077671032155,-1.0666197524363372,0.2533473690230325,-0.37697721120054645,-0.9615404882411873,-0.04274724351787472,-1.896526203050085,-2.5279298805067865
Sungrow New Energy,Active / Private,25.0,75.0,0.0,50.0,0.0,0.0,108.4,0,0,0,1,0,1,traditional,China,Asia,2024-03,1.0,108.4,1.0,0,0.382,0.4533,4.695010889987881,2024.0,0,267.3923151843637,282.9148327294959,,CPU_US,267.3923151843637,53.478463036872746,160.43538911061822,83.96,5.33,13.01,-0.4670643067436217,0.32193731641925594,-0.2816645078288802,-1.0726346295113116,0.22277856342865013,0.9677028153537454,1.8055780836221895,-0.947490101981992,-0.4957920925573148,-0.2759542560159249
Romeo Power,Acquired,40.0,60.0,40.0,20.0,0.0,0.0,231.7,1,0,0,1,0,1,traditional,United States,Americas,2017-08,7.0,105.06714285714285,2.0,1,0.4836,0.6868,5.449750070308246,2017.0,1,231.4473417526105,171.6623992943115,112.388231313317,CPU_US,150.7960151200454,125.3819674012418,188.1879284099492,47.26,1.16,10.59,-0.6911836252659316,-0.8130956020729027,-0.9543480384919192,-0.48294419979834774,0.6083520901547185,-1.0246168041271797,-0.3881261834253926,-1.2901313723236454,0.756977147108754,2.2953724350286526
Fusion Paste (SHG: 688503),IPO / Public,60.0,40.0,0.0,66.66666666666666,0.0,0.0,452.13,1,0,1,0,0,0,green,China,Asia,2017-10,7.0,79.17833333333333,1.0,0,0.2797,0.3006,6.116179060030818,2017.0,0,150.9924183598505,129.3829351952806,162.3241931852581,CPU_US,142.8524215988314,177.0785975947176,176.5371678712783,54.36,1.15,10.18,-1.1928254650292982,-1.2444442211263962,-1.0001773189498293,-0.05897309654000056,0.44648492616354696,-0.6391816733829133,-0.3933868651209504,-1.3481821660592146,-1.7571926163549416,-1.9575028030073898
GAC Aion,Active / Private,54.54545454545454,36.36363636363637,9.090909090909092,72.72727272727273,0.0,0.0,2985.25,0,0,0,0,0,1,mixed,China,Asia,2022-03,2.0,1492.6200000000001,2.0,1,0.431,0.4858,8.001773698640019,2022.0,0,445.7135559546776,329.2777114687682,,CPU_US,445.7135559546776,267.42813357280653,89.14271119093553,100.53,0.2,20.56,0.644780581259295,0.7949462380244864,0.7471311037592936,0.6819957500589084,-0.7677098729178005,1.8672324092174768,-0.8931516261989366,0.12149402656324836,0.10839779665171446,0.08193918063910234
Neta Auto,Failed,66.66666666666666,33.33333333333333,5.128205128205128,64.1025641025641,0.0,0.0,3493.44,0,1,1,0,0,0,green,China,Asia,2014-10,27.0,232.0465217391304,1.0,0,0.4235,0.483,8.158928412931463,2014.0,0,34.89134686104362,98.04202542015774,64.23767208698766,CPU_US,72.50675468821889,25.44393039415494,91.8897914876622,80.53,0.09,14.03,-1.9167234273807314,-1.5641942094354777,-1.4060252880378146,-1.3025496489116521,-0.7295439441433431,0.7814996465575721,-0.9510191248500719,-0.803071054152039,0.015919752385026208,0.0511052845580536
Xiamen Hithium Energy Storage Technology Company,IPO / Public,71.42857142857143,28.57142857142857,0.0,67.85714285714286,0.0,0.0,867.08,1,0,1,0,0,0,green,China,Asia,2020-01,5.0,433.54,1.0,0,0.2649,0.4193,6.766283876311952,2020.0,0,305.9690553815524,244.0712447776972,100.1325214720415,CPU_US,305.9690553815524,61.19381107631048,183.58143322893142,51.58,1.55,18.84,-0.22653574604732798,-0.07435739495281517,-0.059102232842445666,-1.0093600097138427,0.5443528080121118,-0.7900985273926402,-0.1829595972986403,-0.12203613252255463,-1.9396826237078728,-0.6503658512857988
CNGR New Energy,Active / Private,37.5,62.5,0.0,75.0,0.0,0.0,213.48,0,0,0,1,0,1,traditional,China,Asia,2018-05,7.0,106.74,1.0,0,0.4641,0.3262,5.3682164939277035,2018.0,0,272.00716355905,217.4008931227434,134.523553325893,CPU_US,146.3508283614958,253.6698557011503,208.0521540073754,66.98,1.7,15.43,-0.43829041782192846,-0.3464568550852593,-0.9799938258929624,0.56916223989876,0.8843311433387456,0.04591569985548682,-0.10404937186527409,-0.6048488316403388,0.5165342320153652,-1.6755928959806607
RT-Hitech,Active / Private,61.111111111111114,36.11111111111111,8.333333333333332,63.888888888888886,0.0,0.0,751.96,0,0,1,0,0,0,green,China,Asia,2017-04,11.0,375.97999999999996,1.0,0,0.3635,0.368,6.6240121055389976,2017.0,0,303.8349499438502,185.3535936382205,150.0930521780226,CPU_US,223.7944750569787,141.3108034825579,346.958388566935,49.31,0.9,10.82,-0.2398420364876502,-0.6734136572023312,-0.5331952082884491,-0.35230964621637667,2.814192990058444,-0.9133291959545391,-0.5249039075098941,-1.2575662929110087,-0.7239046017484793,-1.21528687591358
